POD,CPU,MEMORY,TIME
front-end-55b89655c7-9rz2g,2m,71Mi,1701916437.1983716
front-end-55b89655c7-9rz2g,57m,70Mi,1701916459.600386
front-end-55b89655c7-9rz2g,51m,76Mi,1701916482.0290697
front-end-55b89655c7-9rz2g,51m,76Mi,1701916504.545192
front-end-55b89655c7-9rz2g,56m,90Mi,1701916527.122255
