POD,CPU,MEMORY,TIME
front-end-55b89655c7-zql2t,1m,71Mi,1701842812.4698584
front-end-55b89655c7-zql2t,24m,61Mi,1701842834.7453077
front-end-55b89655c7-zql2t,72m,95Mi,1701842856.6311247
front-end-55b89655c7-zql2t,79m,96Mi,1701842885.4097786
front-end-55b89655c7-zql2t,43m,98Mi,1701842906.8809414
front-end-55b89655c7-zql2t,76m,101Mi,1701842928.5678139
