Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,8852,0,100.0,128.74821578174385,2.247599999999572,493.45119999999906,8688.0,464.670597045235,0.0,100,160,190,200,240,300,330,380,410,490,490
,Aggregated,8852,0,100.0,128.74821578174385,2.247599999999572,493.45119999999906,8688.0,464.670597045235,0.0,100,160,190,200,240,300,330,380,410,490,490
