POD,CPU,MEMORY,TIME
front-end-55b89655c7-6t8g8,68m,80Mi,1701498479.651533
front-end-55b89655c7-6t8g8,68m,92Mi,1701498501.2556434
front-end-55b89655c7-6t8g8,57m,103Mi,1701498522.8323965
front-end-55b89655c7-6t8g8,51m,107Mi,1701498544.4839373
front-end-55b89655c7-6t8g8,45m,110Mi,1701498566.1196003
