Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,8521,0,12,40.236810832062,1.22130000000098,328.3091000000002,8688.0,446.206057220459,0.0,12,19,55,72,120,190,220,240,280,330,330
,Aggregated,8521,0,12,40.236810832062,1.22130000000098,328.3091000000002,8688.0,446.206057220459,0.0,12,19,55,72,120,190,220,240,280,330,330
