Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,9066,0,24,46.07946430619918,0.9678999999991333,427.10959999999966,1507.0,475.0524085214639,0.0,24,49,67,78,110,150,190,210,350,430,430
,Aggregated,9066,0,24,46.07946430619918,0.9678999999991333,427.10959999999966,1507.0,475.0524085214639,0.0,24,49,67,78,110,150,190,210,350,430,430
