Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,8969,0,27,48.36429419110253,1.0776999999997372,387.2629999999999,1507.0,470.37766637428564,0.0,27,53,68,77,100,160,200,270,380,390,390
,Aggregated,8969,0,27,48.36429419110253,1.0776999999997372,387.2629999999999,1507.0,470.37766637428564,0.0,27,53,68,77,100,160,200,270,380,390,390
