Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,8609,0,20,61.325522395167695,1.3313000000003683,498.50830000000013,8688.0,451.20880161959894,0.0,20,79,89,95,170,220,320,370,400,500,500
,Aggregated,8609,0,20,61.325522395167695,1.3313000000003683,498.50830000000013,8688.0,451.20880161959894,0.0,20,79,89,95,170,220,320,370,400,500,500
