POD,CPU,MEMORY,TIME
front-end-55b89655c7-rdq6q,1m,70Mi,1701673519.0565283
front-end-55b89655c7-rdq6q,92m,80Mi,1701673540.9818926
front-end-55b89655c7-rdq6q,72m,101Mi,1701673562.9468665
front-end-55b89655c7-rdq6q,64m,102Mi,1701673584.9430103
front-end-55b89655c7-rdq6q,72m,108Mi,1701673606.862575
front-end-55b89655c7-rdq6q,64m,113Mi,1701673628.8515067
front-end-55b89655c7-rdq6q,55m,117Mi,1701673650.7681618
front-end-55b89655c7-rdq6q,53m,119Mi,1701673672.6565504
front-end-55b89655c7-rdq6q,58m,102Mi,1701673694.7440267
