Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,9655,0,19,48.87370485758664,1.3818999999983816,311.81909999999925,8688.0,506.4405916284866,0.0,19,57,74,83,120,190,210,220,300,310,310
,Aggregated,9655,0,19,48.87370485758664,1.3818999999983816,311.81909999999925,8688.0,506.4405916284866,0.0,19,57,74,83,120,190,210,220,300,310,310
