Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,8988,0,18,38.282187372051716,1.3809000000009064,295.3146000000002,8688.0,473.0802950881043,0.0,18,27,48,64,100,150,200,220,290,300,300
,Aggregated,8988,0,18,38.282187372051716,1.3809000000009064,295.3146000000002,8688.0,473.0802950881043,0.0,18,27,48,64,100,150,200,220,290,300,300
