Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,9991,0,94,104.32335038534714,1.6575000000003115,332.0143999999985,8688.0,523.9284514126659,0.0,94,110,130,170,200,210,260,280,310,330,330
,Aggregated,9991,0,94,104.32335038534714,1.6575000000003115,332.0143999999985,8688.0,523.9284514126659,0.0,94,110,130,170,200,210,260,280,310,330,330
