Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,8308,0,17,42.1597903225806,1.3111000000005646,379.95100000000014,8688.0,435.4960364440016,0.0,17,36,63,75,110,160,210,260,350,380,380
,Aggregated,8308,0,17,42.1597903225806,1.3111000000005646,379.95100000000014,8688.0,435.4960364440016,0.0,17,36,63,75,110,160,210,260,350,380,380
