Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,10478,0,41,52.75368757396473,0.8974000000012694,438.41100000000034,1507.0,548.5646081520913,0.0,41,65,77,83,100,130,180,200,330,360,440
,Aggregated,10478,0,41,52.75368757396473,0.8974000000012694,438.41100000000034,1507.0,548.5646081520913,0.0,41,65,77,83,100,130,180,200,330,360,440
