POD,CPU,MEMORY,TIME
front-end-55b89655c7-q4x9l,33m,70Mi,1701448167.885456
front-end-55b89655c7-q4x9l,2m,71Mi,1701448189.6418421
front-end-55b89655c7-q4x9l,2m,71Mi,1701448211.4356987
front-end-55b89655c7-q4x9l,70m,80Mi,1701448233.3147197
front-end-55b89655c7-q4x9l,65m,92Mi,1701448255.1442063
front-end-55b89655c7-q4x9l,70m,98Mi,1701448276.9642518
front-end-55b89655c7-q4x9l,68m,100Mi,1701448298.7757003
front-end-55b89655c7-q4x9l,61m,98Mi,1701448320.5738494
front-end-55b89655c7-q4x9l,64m,98Mi,1701448342.561743
