POD,CPU,MEMORY,TIME
front-end-55b89655c7-2425s,49m,71Mi,1701449822.1867285
front-end-55b89655c7-2425s,1m,71Mi,1701449844.2990808
front-end-55b89655c7-2425s,29m,62Mi,1701449866.4813936
front-end-55b89655c7-2425s,57m,71Mi,1701449888.5344064
front-end-55b89655c7-2425s,47m,75Mi,1701449910.5617692
front-end-55b89655c7-2425s,42m,76Mi,1701449932.5951674
front-end-55b89655c7-2425s,43m,99Mi,1701449954.6969936
