POD,CPU,MEMORY,TIME
front-end-55b89655c7-f4fjm,1m,70Mi,1701452187.6700134
front-end-55b89655c7-f4fjm,52m,70Mi,1701452209.2058809
front-end-55b89655c7-f4fjm,42m,79Mi,1701452230.7318566
front-end-55b89655c7-f4fjm,43m,78Mi,1701452252.3614144
front-end-55b89655c7-f4fjm,44m,77Mi,1701452274.008644
front-end-55b89655c7-f4fjm,87m,94Mi,1701452295.6740458
