Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,8128,0,13,51.00660590551186,1.206799999998509,351.7968999999992,8688.0,426.152467575368,0.0,13,56,75,85,170,200,260,280,340,350,350
,Aggregated,8128,0,13,51.00660590551186,1.206799999998509,351.7968999999992,8688.0,426.152467575368,0.0,13,56,75,85,170,200,260,280,340,350,350
