POD,CPU,MEMORY,TIME
front-end-55b89655c7-6kj5r,24m,59Mi,1701798922.7688808
front-end-55b89655c7-6kj5r,41m,69Mi,1701798944.6492302
front-end-55b89655c7-6kj5r,63m,97Mi,1701798966.723014
front-end-55b89655c7-6kj5r,73m,99Mi,1701798988.7163115
front-end-55b89655c7-6kj5r,61m,103Mi,1701799010.7233212
front-end-55b89655c7-6kj5r,67m,99Mi,1701799032.6829247
