POD,CPU,MEMORY,TIME
front-end-55b89655c7-zmg9g,47m,65Mi,1701803013.1511245
front-end-55b89655c7-zmg9g,1m,65Mi,1701803035.375885
front-end-55b89655c7-zmg9g,19m,56Mi,1701803057.5025234
front-end-55b89655c7-zmg9g,82m,74Mi,1701803079.7642138
front-end-55b89655c7-zmg9g,50m,78Mi,1701803101.8921478
front-end-55b89655c7-zmg9g,38m,88Mi,1701803124.1466768
front-end-55b89655c7-zmg9g,21m,90Mi,1701803146.2555783
