POD,CPU,MEMORY,TIME
front-end-55b89655c7-zmwth,2m,71Mi,1701829623.047387
front-end-55b89655c7-zmwth,64m,78Mi,1701829644.9565034
front-end-55b89655c7-zmwth,56m,99Mi,1701829666.914564
front-end-55b89655c7-zmwth,45m,95Mi,1701829688.797646
front-end-55b89655c7-zmwth,45m,95Mi,1701829710.7754042
