POD,CPU,MEMORY,TIME
front-end-55b89655c7-hmx9j,16m,62Mi,1701797850.4008482
front-end-55b89655c7-hmx9j,57m,79Mi,1701797872.46077
front-end-55b89655c7-hmx9j,56m,91Mi,1701797894.2963598
front-end-55b89655c7-hmx9j,66m,95Mi,1701797916.2653759
front-end-55b89655c7-hmx9j,54m,96Mi,1701797938.2012255
