Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,7730,0,23,47.310241798188855,1.1329999999993845,593.9816000000002,1507.0,407.55874623741295,0.0,23,34,57,68,98,190,300,360,580,590,590
,Aggregated,7730,0,23,47.310241798188855,1.1329999999993845,593.9816000000002,1507.0,407.55874623741295,0.0,23,34,57,68,98,190,300,360,580,590,590
