POD,CPU,MEMORY,TIME
front-end-55b89655c7-48777,35m,66Mi,1701512023.8734152
front-end-55b89655c7-48777,58m,80Mi,1701512045.7902262
front-end-55b89655c7-48777,93m,98Mi,1701512067.5935225
front-end-55b89655c7-48777,93m,98Mi,1701512089.394733
front-end-55b89655c7-48777,70m,101Mi,1701512111.206797
front-end-55b89655c7-48777,73m,102Mi,1701512133.1130593
front-end-55b89655c7-48777,55m,103Mi,1701512154.9331195
front-end-55b89655c7-48777,51m,102Mi,1701512176.8699489
