POD,CPU,MEMORY,TIME
front-end-55b89655c7-7wz7t,5m,72Mi,1701508021.6026518
front-end-55b89655c7-7wz7t,5m,72Mi,1701508043.5152383
front-end-55b89655c7-7wz7t,72m,99Mi,1701508065.3524694
front-end-55b89655c7-7wz7t,59m,102Mi,1701508087.185605
front-end-55b89655c7-7wz7t,60m,109Mi,1701508108.9875414
front-end-55b89655c7-7wz7t,61m,113Mi,1701508130.8985643
front-end-55b89655c7-7wz7t,60m,115Mi,1701508152.6877744
front-end-55b89655c7-7wz7t,53m,117Mi,1701508174.5900269
