POD,CPU,MEMORY,TIME,Resource,
frontend-767bb5b6b6-5fvdr,77,31Mi,1703212611,102.4096386,
frontend-767bb5b6b6-5fvdr,81,31Mi,1703212633,103.0789826,
frontend-767bb5b6b6-5fvdr,79,31Mi,1703212654,105.7563588,
frontend-767bb5b6b6-5fvdr,91,31Mi,1703212676,107.0950469,
frontend-767bb5b6b6-5fvdr,79,31Mi,1703212697,113.7884873,
frontend-767bb5b6b6-5fvdr,78,31Mi,1703212719,113.7884873,
frontend-767bb5b6b6-5fvdr,75,30Mi,1703212741,105.0870147,
frontend-767bb5b6b6-5fvdr,86,31Mi,1703212762,102.4096386,
frontend-767bb5b6b6-5fvdr,109,31Mi,1703212784,107.7643909,
frontend-767bb5b6b6-5fvdr,75,31Mi,1703212805,130.5220884,
frontend-767bb5b6b6-5fvdr,90,31Mi,1703212827,123.1593039,
frontend-767bb5b6b6-5fvdr,104,31Mi,1703212848,110.4417671,
frontend-767bb5b6b6-5fvdr,85,31Mi,1703212870,129.8527443,
frontend-767bb5b6b6-5fvdr,89,31Mi,1703212891,126.5060241,
frontend-767bb5b6b6-5fvdr,92,31Mi,1703212913,116.4658635,
frontend-767bb5b6b6-5fvdr,80,31Mi,1703212935,121.1512718,
frontend-767bb5b6b6-5fvdr,79,31Mi,1703212956,115.1271754,
frontend-767bb5b6b6-5fvdr,86,31Mi,1703212978,106.4257028,
frontend-767bb5b6b6-5fvdr,92,31Mi,1703212999,110.4417671,
frontend-767bb5b6b6-5fvdr,88,31Mi,1703213021,119.1432396,
frontend-767bb5b6b6-5fvdr,80,31Mi,1703213042,120.4819277,
frontend-767bb5b6b6-5fvdr,84,31Mi,1703213064,112.4497992,
frontend-767bb5b6b6-5fvdr,94,31Mi,1703213086,109.772423,
frontend-767bb5b6b6-5fvdr,86,31Mi,1703213107,119.1432396,
frontend-767bb5b6b6-5fvdr,78,31Mi,1703213129,120.4819277,
frontend-767bb5b6b6-5fvdr,78,31Mi,1703213150,109.772423,
frontend-767bb5b6b6-5fvdr,78,31Mi,1703213172,104.4176707,
frontend-767bb5b6b6-5fvdr,81,30Mi,1703213194,104.4176707,
frontend-767bb5b6b6-5fvdr,83,30Mi,1703213215,106.4257028,
frontend-767bb5b6b6-5fvdr,76,30Mi,1703213237,109.772423,
frontend-767bb5b6b6-5fvdr,85,30Mi,1703213258,106.4257028,
frontend-767bb5b6b6-5fvdr,76,30Mi,1703213280,107.7643909,
frontend-767bb5b6b6-5fvdr,83,30Mi,1703213301,107.7643909,
frontend-767bb5b6b6-5fvdr,89,30Mi,1703213323,106.4257028,
frontend-767bb5b6b6-5fvdr,82,30Mi,1703213344,115.1271754,
frontend-767bb5b6b6-5fvdr,88,30Mi,1703213366,114.4578313,
frontend-767bb5b6b6-5fvdr,88,30Mi,1703213388,113.7884873,
frontend-767bb5b6b6-5fvdr,85,30Mi,1703213409,117.8045515,
frontend-767bb5b6b6-5fvdr,82,30Mi,1703213431,115.7965194,
frontend-767bb5b6b6-5fvdr,82,30Mi,1703213452,111.7804552,
frontend-767bb5b6b6-5fvdr,83,30Mi,1703213474,109.772423,
frontend-767bb5b6b6-5fvdr,76,30Mi,1703213495,110.4417671,
frontend-767bb5b6b6-5fvdr,80,30Mi,1703213517,106.4257028,
frontend-767bb5b6b6-5fvdr,80,30Mi,1703213538,104.4176707,
frontend-767bb5b6b6-5fvdr,73,30Mi,1703213560,107.0950469,
frontend-767bb5b6b6-5fvdr,85,30Mi,1703213582,102.4096386,
frontend-767bb5b6b6-5fvdr,73,30Mi,1703213603,105.7563588,
frontend-767bb5b6b6-5fvdr,86,30Mi,1703213625,105.7563588,
frontend-767bb5b6b6-5fvdr,76,30Mi,1703213646,106.4257028,
frontend-767bb5b6b6-5fvdr,80,30Mi,1703213668,108.4337349,
frontend-767bb5b6b6-5fvdr,74,30Mi,1703213689,104.4176707,
frontend-767bb5b6b6-5fvdr,97,30Mi,1703213711,103.0789826,
frontend-767bb5b6b6-5fvdr,72,30Mi,1703213732,114.4578313,
frontend-767bb5b6b6-5fvdr,70,30Mi,1703213754,113.1191432,
frontend-767bb5b6b6-5fvdr,76,29Mi,1703213776,95.04685408,
frontend-767bb5b6b6-5fvdr,79,29Mi,1703213797,97.72423025,
frontend-767bb5b6b6-5fvdr,78,29Mi,1703213819,103.7483266,
frontend-767bb5b6b6-5fvdr,83,29Mi,1703213840,105.0870147,
frontend-767bb5b6b6-5fvdr,75,29Mi,1703213862,107.7643909,
frontend-767bb5b6b6-5fvdr,73,29Mi,1703213883,105.7563588,
frontend-767bb5b6b6-5fvdr,96,29Mi,1703213905,99.06291834,
frontend-767bb5b6b6-5fvdr,76,29Mi,1703213926,113.1191432,
frontend-767bb5b6b6-5fvdr,80,29Mi,1703213948,115.1271754,
frontend-767bb5b6b6-5fvdr,77,29Mi,1703213970,104.4176707,
frontend-767bb5b6b6-5fvdr,97,29Mi,1703213991,105.0870147,
frontend-767bb5b6b6-5fvdr,76,29Mi,1703214013,116.4658635,
frontend-767bb5b6b6-5fvdr,88,29Mi,1703214034,115.7965194,
frontend-767bb5b6b6-5fvdr,80,31Mi,1703214056,109.772423,
frontend-767bb5b6b6-5fvdr,87,32Mi,1703214077,112.4497992,
frontend-767bb5b6b6-5fvdr,86,32Mi,1703214099,111.7804552,
frontend-767bb5b6b6-5fvdr,95,33Mi,1703214121,115.7965194,
frontend-767bb5b6b6-5fvdr,91,33Mi,1703214142,121.1512718,
frontend-767bb5b6b6-5fvdr,89,33Mi,1703214164,124.497992,
frontend-767bb5b6b6-5fvdr,102,33Mi,1703214186,120.4819277,
frontend-767bb5b6b6-5fvdr,90,33Mi,1703214207,127.8447122,
frontend-767bb5b6b6-5fvdr,102,33Mi,1703214229,128.5140562,
frontend-767bb5b6b6-5fvdr,85,33Mi,1703214250,128.5140562,
frontend-767bb5b6b6-5fvdr,86,33Mi,1703214272,125.167336,
frontend-767bb5b6b6-5fvdr,111,33Mi,1703214293,114.4578313,
frontend-767bb5b6b6-5fvdr,84,33Mi,1703214315,131.8607764,
frontend-767bb5b6b6-5fvdr,100,33Mi,1703214337,130.5220884,
frontend-767bb5b6b6-5fvdr,108,33Mi,1703214358,123.1593039,
frontend-767bb5b6b6-5fvdr,96,33Mi,1703214380,139.2235609,
frontend-767bb5b6b6-5fvdr,110,33Mi,1703214402,136.5461847,
frontend-767bb5b6b6-5fvdr,115,33Mi,1703214424,137.8848728,
frontend-767bb5b6b6-5fvdr,101,33Mi,1703214445,150.6024096,
frontend-767bb5b6b6-5fvdr,120,33Mi,1703214467,144.5783133,
frontend-767bb5b6b6-5fvdr,97,33Mi,1703214489,147.9250335,
frontend-767bb5b6b6-5fvdr,103,33Mi,1703214511,145.2476573,
frontend-767bb5b6b6-5fvdr,131,32Mi,1703214533,133.8688086,
frontend-767bb5b6b6-5fvdr,131,32Mi,1703214555,156.626506,
frontend-767bb5b6b6-5fvdr,109,32Mi,1703214577,175.3681392,
frontend-767bb5b6b6-5fvdr,113,32Mi,1703214601,160.6425703,
frontend-767bb5b6b6-5fvdr,147,32Mi,1703214623,148.5943775,
frontend-767bb5b6b6-5fvdr,109,32Mi,1703214645,174.0294511,
frontend-767bb5b6b6-5fvdr,119,32Mi,1703214667,171.352075,
frontend-767bb5b6b6-5fvdr,119,32Mi,1703214689,152.6104418,
frontend-767bb5b6b6-5fvdr,94,32Mi,1703214712,159.3038822,
frontend-767bb5b6b6-5fvdr,136,32Mi,1703214734,142.5702811,
frontend-767bb5b6b6-5fvdr,107,32Mi,1703214756,153.9491299,
frontend-767bb5b6b6-5fvdr,122,32Mi,1703214778,162.6506024,
frontend-767bb5b6b6-5fvdr,107,32Mi,1703214800,153.2797858,
frontend-767bb5b6b6-5fvdr,100,32Mi,1703214821,153.2797858,
frontend-767bb5b6b6-5fvdr,110,32Mi,1703214843,138.5542169,
frontend-767bb5b6b6-5fvdr,117,32Mi,1703214865,140.562249,
frontend-767bb5b6b6-5fvdr,95,32Mi,1703214887,151.9410977,
frontend-767bb5b6b6-5fvdr,134,32Mi,1703214909,141.9009371,
frontend-767bb5b6b6-5fvdr,102,32Mi,1703214931,153.2797858,
frontend-767bb5b6b6-5fvdr,128,32Mi,1703214953,157.9651941,
frontend-767bb5b6b6-5fvdr,97,32Mi,1703214974,153.9491299,
frontend-767bb5b6b6-5fvdr,79,32Mi,1703214996,150.6024096,
frontend-767bb5b6b6-5fvdr,81,32Mi,1703215018,117.8045515,
frontend-767bb5b6b6-5fvdr,86,32Mi,1703215039,107.0950469,
frontend-767bb5b6b6-5fvdr,82,32Mi,1703215061,111.7804552,
frontend-767bb5b6b6-5fvdr,82,32Mi,1703215082,112.4497992,
frontend-767bb5b6b6-5fvdr,88,32Mi,1703215104,109.772423,
frontend-767bb5b6b6-5fvdr,81,32Mi,1703215126,113.7884873,
frontend-767bb5b6b6-5fvdr,84,32Mi,1703215147,113.1191432,
frontend-767bb5b6b6-5fvdr,81,32Mi,1703215169,110.4417671,
frontend-767bb5b6b6-5fvdr,81,32Mi,1703215191,110.4417671,
frontend-767bb5b6b6-5fvdr,79,33Mi,1703215212,108.4337349,
