Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,7591,0,12,43.334156527466725,1.2255000000003236,386.3266000000003,8688.0,399.04041767057726,0.0,12,32,66,76,110,190,260,280,330,390,390
,Aggregated,7591,0,12,43.334156527466725,1.2255000000003236,386.3266000000003,8688.0,399.04041767057726,0.0,12,32,66,76,110,190,260,280,330,390,390
