Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,3563,0,4,35.145272972214286,1.173899999999506,775.9437,8688.0,187.3590106723501,0.0,4,5,7,23,89,200,400,490,770,780,780
,Aggregated,3563,0,4,35.145272972214286,1.173899999999506,775.9437,8688.0,187.3590106723501,0.0,4,5,7,23,89,200,400,490,770,780,780
