Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,8939,0,52,66.19384007159637,1.290599999997255,399.79449999999963,8688.0,469.14833584773663,0.0,52,81,91,100,180,210,290,300,370,400,400
,Aggregated,8939,0,52,66.19384007159637,1.290599999997255,399.79449999999963,8688.0,469.14833584773663,0.0,52,81,91,100,180,210,290,300,370,400,400
