POD,CPU,MEMORY,TIME,,,,,,,Resource,
front-end-55b89655c7-6flr7,124,106Mi,1703227476,front-end-55b89655c7-cmjfv,131,108Mi,1703227476,255,338.7808686,169.3904343,
front-end-55b89655c7-6flr7,138,106Mi,1703227497,front-end-55b89655c7-cmjfv,125,109Mi,1703227497,263,320.0312152,160.0156076,
front-end-55b89655c7-6flr7,126,108Mi,1703227519,front-end-55b89655c7-cmjfv,125,109Mi,1703227519,251,344.0767231,172.0383616,
front-end-55b89655c7-6flr7,145,105Mi,1703227540,front-end-55b89655c7-cmjfv,135,108Mi,1703227540,280,324.9788889,162.4894444,
front-end-55b89655c7-6flr7,147,104Mi,1703227562,front-end-55b89655c7-cmjfv,153,107Mi,1703227562,300,355.7548345,177.8774172,
front-end-55b89655c7-6flr7,140,103Mi,1703227583,front-end-55b89655c7-cmjfv,135,106Mi,1703227583,275,372.4534979,186.226749,
front-end-55b89655c7-6flr7,169,104Mi,1703227604,front-end-55b89655c7-cmjfv,135,106Mi,1703227604,304,362.1311982,181.0655991,
front-end-55b89655c7-6flr7,149,105Mi,1703227626,front-end-55b89655c7-cmjfv,146,107Mi,1703227626,295,403.0283437,201.5141718,
front-end-55b89655c7-6flr7,160,107Mi,1703227647,front-end-55b89655c7-cmjfv,131,108Mi,1703227647,291,375.5328189,187.7664094,
front-end-55b89655c7-6flr7,173,107Mi,1703227669,front-end-55b89655c7-cmjfv,164,109Mi,1703227669,337,405.7671845,202.8835923,
front-end-55b89655c7-6flr7,159,104Mi,1703227690,front-end-55b89655c7-cmjfv,149,109Mi,1703227690,308,432.2820378,216.1410189,
front-end-55b89655c7-6flr7,141,106Mi,1703227711,front-end-55b89655c7-cmjfv,180,107Mi,1703227711,321,405.5006324,202.7503162,
front-end-55b89655c7-6flr7,157,106Mi,1703227733,front-end-55b89655c7-cmjfv,143,108Mi,1703227733,300,365.4358293,182.7179146,
front-end-55b89655c7-6flr7,121,104Mi,1703227754,front-end-55b89655c7-cmjfv,187,108Mi,1703227754,308,398.4512875,199.2256438,
front-end-55b89655c7-6flr7,138,104Mi,1703227776,front-end-55b89655c7-cmjfv,150,109Mi,1703227776,288,325.3992335,162.6996167,
front-end-55b89655c7-6flr7,135,107Mi,1703227797,front-end-55b89655c7-cmjfv,129,109Mi,1703227797,264,350.0445906,175.0222953,
front-end-55b89655c7-6flr7,159,106Mi,1703227819,front-end-55b89655c7-cmjfv,172,109Mi,1703227819,331,345.8730564,172.9365282,
front-end-55b89655c7-6flr7,126,106Mi,1703227840,front-end-55b89655c7-cmjfv,145,106Mi,1703227840,271,389.6296482,194.8148241,
front-end-55b89655c7-6flr7,153,105Mi,1703227861,front-end-55b89655c7-cmjfv,173,107Mi,1703227861,326,333.7610529,166.8805265,
front-end-55b89655c7-6flr7,141,104Mi,1703227883,front-end-55b89655c7-cmjfv,135,107Mi,1703227883,276,386.2764454,193.1382227,
front-end-55b89655c7-6flr7,139,104Mi,1703227904,front-end-55b89655c7-cmjfv,136,106Mi,1703227904,275,360.240773,180.1203865,
front-end-55b89655c7-6flr7,129,105Mi,1703227926,front-end-55b89655c7-cmjfv,164,106Mi,1703227926,293,357.8690765,178.9345382,
front-end-55b89655c7-6flr7,128,105Mi,1703227947,front-end-55b89655c7-cmjfv,154,108Mi,1703227947,282,337.0808277,168.5404139,
front-end-55b89655c7-6flr7,128,105Mi,1703227968,front-end-55b89655c7-cmjfv,154,108Mi,1703227968,282,334.6700494,167.3350247,
front-end-55b89655c7-6flr7,123,104Mi,1703227990,front-end-55b89655c7-cmjfv,142,106Mi,1703227990,265,333.053083,166.5265415,
front-end-55b89655c7-6flr7,154,103Mi,1703228011,front-end-55b89655c7-cmjfv,128,106Mi,1703228011,282,321.457062,160.728531,
front-end-55b89655c7-6flr7,133,103Mi,1703228033,front-end-55b89655c7-cmjfv,129,109Mi,1703228033,262,379.2317177,189.6158588,
front-end-55b89655c7-6flr7,144,105Mi,1703228054,front-end-55b89655c7-cmjfv,126,108Mi,1703228054,270,339.6955991,169.8477995,
front-end-55b89655c7-6flr7,150,105Mi,1703228075,front-end-55b89655c7-cmjfv,124,109Mi,1703228075,274,366.9887584,183.4943792,
front-end-55b89655c7-6flr7,141,107Mi,1703228097,front-end-55b89655c7-cmjfv,166,107Mi,1703228097,307,374.582231,187.2911155,
front-end-55b89655c7-6flr7,135,105Mi,1703228118,front-end-55b89655c7-cmjfv,110,108Mi,1703228118,245,366.305696,183.152848,
front-end-55b89655c7-6flr7,138,107Mi,1703228139,front-end-55b89655c7-cmjfv,140,109Mi,1703228139,278,350.3983154,175.1991577,
front-end-55b89655c7-6flr7,128,104Mi,1703228161,front-end-55b89655c7-cmjfv,150,108Mi,1703228161,278,355.8032491,177.9016246,
front-end-55b89655c7-6flr7,162,104Mi,1703228182,front-end-55b89655c7-cmjfv,150,108Mi,1703228182,312,335.5325621,167.766281,
front-end-55b89655c7-6flr7,121,105Mi,1703228204,front-end-55b89655c7-cmjfv,131,109Mi,1703228204,252,395.259038,197.629519,
front-end-55b89655c7-6flr7,156,103Mi,1703228225,front-end-55b89655c7-cmjfv,155,107Mi,1703228225,311,319.2178973,159.6089486,
front-end-55b89655c7-6flr7,155,107Mi,1703228246,front-end-55b89655c7-cmjfv,135,107Mi,1703228246,290,389.6449344,194.8224672,
front-end-55b89655c7-6flr7,116,108Mi,1703228268,front-end-55b89655c7-cmjfv,145,107Mi,1703228268,261,380.0890293,190.0445146,
front-end-55b89655c7-6flr7,120,105Mi,1703228289,front-end-55b89655c7-cmjfv,150,109Mi,1703228289,270,318.3089719,159.154486,
front-end-55b89655c7-6flr7,120,105Mi,1703228310,front-end-55b89655c7-cmjfv,115,109Mi,1703228310,235,316.9074439,158.4537219,
front-end-55b89655c7-6flr7,152,106Mi,1703228332,front-end-55b89655c7-cmjfv,132,110Mi,1703228332,284,313.6500578,156.8250289,
front-end-55b89655c7-6flr7,133,107Mi,1703228353,front-end-55b89655c7-cmjfv,124,107Mi,1703228353,257,369.136581,184.5682905,
front-end-55b89655c7-6flr7,150,108Mi,1703228375,front-end-55b89655c7-cmjfv,155,107Mi,1703228375,305,340.7714542,170.3857271,
front-end-55b89655c7-6flr7,130,107Mi,1703228396,front-end-55b89655c7-cmjfv,137,108Mi,1703228396,267,380.4627777,190.2313888,
front-end-55b89655c7-6flr7,133,109Mi,1703228417,front-end-55b89655c7-cmjfv,144,108Mi,1703228417,277,336.5123272,168.2561636,
front-end-55b89655c7-6flr7,138,106Mi,1703228439,front-end-55b89655c7-cmjfv,130,108Mi,1703228439,268,344.1269219,172.0634609,
front-end-55b89655c7-6flr7,114,105Mi,1703228460,front-end-55b89655c7-cmjfv,131,108Mi,1703228460,245,352.7551421,176.377571,
front-end-55b89655c7-6flr7,140,106Mi,1703228482,front-end-55b89655c7-cmjfv,134,108Mi,1703228482,274,313.4558898,156.7279449,
front-end-55b89655c7-6flr7,122,105Mi,1703228503,front-end-55b89655c7-cmjfv,166,108Mi,1703228503,288,348.2824581,174.1412291,
front-end-55b89655c7-6flr7,135,104Mi,1703228525,front-end-55b89655c7-cmjfv,126,106Mi,1703228525,261,321.5617845,160.7808922,
front-end-55b89655c7-6flr7,150,105Mi,1703228546,front-end-55b89655c7-cmjfv,129,110Mi,1703228546,279,345.3082696,172.6541348,
front-end-55b89655c7-6flr7,130,107Mi,1703228568,front-end-55b89655c7-cmjfv,138,107Mi,1703228568,268,370.400186,185.200093,
front-end-55b89655c7-6flr7,105,105Mi,1703228589,front-end-55b89655c7-cmjfv,136,107Mi,1703228589,241,347.0599811,173.5299905,
front-end-55b89655c7-6flr7,140,105Mi,1703228610,front-end-55b89655c7-cmjfv,131,108Mi,1703228610,271,290.8533327,145.4266663,
front-end-55b89655c7-6flr7,127,105Mi,1703228632,front-end-55b89655c7-cmjfv,150,110Mi,1703228632,277,350.4059969,175.2029984,
front-end-55b89655c7-6flr7,133,106Mi,1703228653,front-end-55b89655c7-cmjfv,129,108Mi,1703228653,262,332.111332,166.055666,
front-end-55b89655c7-6flr7,146,103Mi,1703228675,front-end-55b89655c7-cmjfv,157,107Mi,1703228675,303,342.3856218,171.1928109,
front-end-55b89655c7-6flr7,154,107Mi,1703228696,front-end-55b89655c7-cmjfv,137,107Mi,1703228696,291,367.0544053,183.5272026,
front-end-55b89655c7-6flr7,148,105Mi,1703228717,front-end-55b89655c7-cmjfv,137,107Mi,1703228717,285,375.7215126,187.8607563,
front-end-55b89655c7-6flr7,149,106Mi,1703228739,front-end-55b89655c7-cmjfv,151,109Mi,1703228739,300,379.2481775,189.6240887,
front-end-55b89655c7-6flr7,141,104Mi,1703228760,front-end-55b89655c7-cmjfv,160,106Mi,1703228760,301,380.4811317,190.2405659,
front-end-55b89655c7-6flr7,190,106Mi,1703228782,front-end-55b89655c7-cmjfv,193,108Mi,1703228782,383,366.3122023,183.1561011,
front-end-55b89655c7-6flr7,149,103Mi,1703228803,front-end-55b89655c7-cmjfv,155,108Mi,1703228803,304,432.8671478,216.4335739,
front-end-55b89655c7-6flr7,170,106Mi,1703228825,front-end-55b89655c7-cmjfv,155,108Mi,1703228825,325,389.5386329,194.7693165,
front-end-55b89655c7-6flr7,175,107Mi,1703228846,front-end-55b89655c7-cmjfv,166,109Mi,1703228846,341,416.2492231,208.1246116,
front-end-55b89655c7-6flr7,157,105Mi,1703228868,front-end-55b89655c7-cmjfv,165,109Mi,1703228868,322,437.9483647,218.9741823,
front-end-55b89655c7-6flr7,166,106Mi,1703228889,front-end-55b89655c7-cmjfv,154,110Mi,1703228889,320,400.3336229,200.1668114,
front-end-55b89655c7-6flr7,175,105Mi,1703228910,front-end-55b89655c7-cmjfv,167,108Mi,1703228910,342,422.0882918,211.0441459,
front-end-55b89655c7-6flr7,161,106Mi,1703228932,front-end-55b89655c7-cmjfv,206,107Mi,1703228932,367,439.1710754,219.5855377,
front-end-55b89655c7-6flr7,161,106Mi,1703228953,front-end-55b89655c7-cmjfv,152,107Mi,1703228953,313,411.771634,205.885817,
front-end-55b89655c7-6flr7,179,103Mi,1703228975,front-end-55b89655c7-cmjfv,179,108Mi,1703228975,358,410.613431,205.3067155,
front-end-55b89655c7-6flr7,137,105Mi,1703228996,front-end-55b89655c7-cmjfv,163,110Mi,1703228996,300,442.2663952,221.1331976,
front-end-55b89655c7-6flr7,167,104Mi,1703229018,front-end-55b89655c7-cmjfv,202,108Mi,1703229018,369,378.8127762,189.4063881,
front-end-55b89655c7-6flr7,135,103Mi,1703229039,front-end-55b89655c7-cmjfv,133,108Mi,1703229039,268,402.9910843,201.4955422,
front-end-55b89655c7-6flr7,156,107Mi,1703229060,front-end-55b89655c7-cmjfv,190,108Mi,1703229060,346,359.4203392,179.7101696,
front-end-55b89655c7-6flr7,147,104Mi,1703229082,front-end-55b89655c7-cmjfv,137,108Mi,1703229082,284,396.3548854,198.1774427,
front-end-55b89655c7-6flr7,149,102Mi,1703229103,front-end-55b89655c7-cmjfv,160,110Mi,1703229103,309,373.0156201,186.5078101,
front-end-55b89655c7-6flr7,123,104Mi,1703229125,front-end-55b89655c7-cmjfv,185,107Mi,1703229125,308,382.4538849,191.2269424,
front-end-55b89655c7-6flr7,149,104Mi,1703229146,front-end-55b89655c7-cmjfv,156,108Mi,1703229146,305,325.1828206,162.5914103,
front-end-55b89655c7-6flr7,144,105Mi,1703229167,front-end-55b89655c7-cmjfv,116,108Mi,1703229167,260,367.7946717,183.8973359,
front-end-55b89655c7-6flr7,158,104Mi,1703229189,front-end-55b89655c7-cmjfv,128,108Mi,1703229189,286,363.9913661,181.9956831,
front-end-55b89655c7-6flr7,135,105Mi,1703229210,front-end-55b89655c7-cmjfv,151,108Mi,1703229210,286,396.1057345,198.0528673,
front-end-55b89655c7-6flr7,150,106Mi,1703229231,front-end-55b89655c7-cmjfv,161,106Mi,1703229231,311,347.5402829,173.7701414,
front-end-55b89655c7-6flr7,133,102Mi,1703229253,front-end-55b89655c7-cmjfv,137,108Mi,1703229253,270,381.585135,190.7925675,
front-end-55b89655c7-6flr7,163,103Mi,1703229274,front-end-55b89655c7-cmjfv,153,107Mi,1703229274,316,345.1989624,172.5994812,
front-end-55b89655c7-6flr7,197,106Mi,1703229296,front-end-55b89655c7-cmjfv,155,109Mi,1703229296,352,389.2650379,194.632519,
front-end-55b89655c7-6flr7,124,106Mi,1703229317,front-end-55b89655c7-cmjfv,164,108Mi,1703229317,288,479.5552229,239.7776115,
front-end-55b89655c7-6flr7,165,105Mi,1703229338,front-end-55b89655c7-cmjfv,170,108Mi,1703229338,335,372.4762313,186.2381156,
front-end-55b89655c7-6flr7,154,105Mi,1703229360,front-end-55b89655c7-cmjfv,156,107Mi,1703229360,310,392.352383,196.1761915,
front-end-55b89655c7-6flr7,180,104Mi,1703229381,front-end-55b89655c7-cmjfv,136,108Mi,1703229381,316,394.9478895,197.4739448,
front-end-55b89655c7-6flr7,205,106Mi,1703229403,front-end-55b89655c7-cmjfv,158,107Mi,1703229403,363,449.2954638,224.6477319,
front-end-55b89655c7-6flr7,152,104Mi,1703229424,front-end-55b89655c7-cmjfv,158,108Mi,1703229424,310,500.0985303,250.0492651,
front-end-55b89655c7-6flr7,185,105Mi,1703229445,front-end-55b89655c7-cmjfv,174,108Mi,1703229445,359,382.3283617,191.1641808,
front-end-55b89655c7-6flr7,142,106Mi,1703229467,front-end-55b89655c7-cmjfv,166,106Mi,1703229467,308,427.555822,213.777911,
front-end-55b89655c7-6flr7,188,106Mi,1703229488,front-end-55b89655c7-cmjfv,163,109Mi,1703229488,351,381.5142811,190.7571406,
front-end-55b89655c7-6flr7,153,105Mi,1703229510,front-end-55b89655c7-cmjfv,179,108Mi,1703229510,332,416.369305,208.1846525,
front-end-55b89655c7-6flr7,166,105Mi,1703229531,front-end-55b89655c7-cmjfv,154,107Mi,1703229531,320,397.4056271,198.7028136,
front-end-55b89655c7-6flr7,171,106Mi,1703229552,front-end-55b89655c7-cmjfv,211,108Mi,1703229552,382,407.2412822,203.6206411,
front-end-55b89655c7-6flr7,193,105Mi,1703229574,front-end-55b89655c7-cmjfv,136,110Mi,1703229574,329,435.0275814,217.5137907,
front-end-55b89655c7-6flr7,175,104Mi,1703229595,front-end-55b89655c7-cmjfv,205,109Mi,1703229595,380,473.8303851,236.9151926,
front-end-55b89655c7-6flr7,175,104Mi,1703229617,front-end-55b89655c7-cmjfv,182,109Mi,1703229617,357,435.3741772,217.6870886,
front-end-55b89655c7-6flr7,180,105Mi,1703229638,front-end-55b89655c7-cmjfv,182,109Mi,1703229638,362,442.1838302,221.0919151,
front-end-55b89655c7-6flr7,154,106Mi,1703229659,front-end-55b89655c7-cmjfv,184,109Mi,1703229659,338,452.9346777,226.4673388,
front-end-55b89655c7-6flr7,147,106Mi,1703229681,front-end-55b89655c7-cmjfv,166,107Mi,1703229681,313,393.8387973,196.9193987,
front-end-55b89655c7-6flr7,173,107Mi,1703229702,front-end-55b89655c7-cmjfv,151,107Mi,1703229702,324,378.9639175,189.4819588,
front-end-55b89655c7-6flr7,146,107Mi,1703229724,front-end-55b89655c7-cmjfv,151,111Mi,1703229724,297,422.990903,211.4954515,
front-end-55b89655c7-6flr7,142,105Mi,1703229745,front-end-55b89655c7-cmjfv,166,107Mi,1703229745,308,374.9547597,187.4773799,
front-end-55b89655c7-6flr7,149,107Mi,1703229766,front-end-55b89655c7-cmjfv,152,109Mi,1703229766,301,368.0907498,184.0453749,
front-end-55b89655c7-6flr7,149,107Mi,1703229788,front-end-55b89655c7-cmjfv,144,109Mi,1703229788,293,378.7529853,189.3764927,
front-end-55b89655c7-6flr7,139,104Mi,1703229809,front-end-55b89655c7-cmjfv,181,107Mi,1703229809,320,379.2466097,189.6233048,
front-end-55b89655c7-6flr7,150,104Mi,1703229831,front-end-55b89655c7-cmjfv,133,108Mi,1703229831,283,358.1951326,179.0975663,
front-end-55b89655c7-6flr7,151,107Mi,1703229852,front-end-55b89655c7-cmjfv,135,108Mi,1703229852,286,380.2814725,190.1407362,
front-end-55b89655c7-6flr7,142,105Mi,1703229873,front-end-55b89655c7-cmjfv,150,109Mi,1703229873,292,383.509281,191.7546405,
front-end-55b89655c7-6flr7,143,105Mi,1703229895,front-end-55b89655c7-cmjfv,119,108Mi,1703229895,262,367.4045312,183.7022656,
front-end-55b89655c7-6flr7,151,106Mi,1703229916,front-end-55b89655c7-cmjfv,168,109Mi,1703229916,319,369.2510806,184.6255403,
