GET,/,7445,0,27,43.07718289,1.4643,243.805,8688,389.6037012,0,27,53,64,70,96,110,170,180,240,240,240
,Aggregated,7445,0,27,43.07718289,1.4643,243.805,8688,389.6037012,0,27,53,64,70,96,110,170,180,240,240,240
GET,/,7210,0,20,30.79949607,1.5307,326.2573,8688,379.9076102,0,20,34,43,49,62,89,120,180,240,330,330
,Aggregated,7210,0,20,30.79949607,1.5307,326.2573,8688,379.9076102,0,20,34,43,49,62,89,120,180,240,330,330
GET,/,6824,0,12,30.41464752,1.293,279.4465,8688,359.2069493,0,12,18,44,59,80,110,180,210,250,280,280
,Aggregated,6824,0,12,30.41464752,1.293,279.4465,8688,359.2069493,0,12,18,44,59,80,110,180,210,250,280,280
GET,/,6573,0,7,36.15533715,1.2194,328.099,8688,344.931857,0,7,14,56,75,110,170,200,230,310,330,330
,Aggregated,6573,0,7,36.15533715,1.2194,328.099,8688,344.931857,0,7,14,56,75,110,170,200,230,310,330,330
GET,/,7184,0,10,44.20506155,1.2421,580.8368,8688,375.7508445,0,10,17,57,74,100,250,300,370,460,580,580
,Aggregated,7184,0,10,44.20506155,1.2421,580.8368,8688,375.7508445,0,10,17,57,74,100,250,300,370,460,580,580
GET,/,6645,0,9,42.29044548,1.227,353.5907,8688,349.3283794,0,9,15,62,79,130,200,260,280,320,350,350
,Aggregated,6645,0,9,42.29044548,1.227,353.5907,8688,349.3283794,0,9,15,62,79,130,200,260,280,320,350,350
GET,/,6861,0,9,38.68870691,1.2101,385.3798,8688,360.2148305,0,9,16,62,77,97,180,210,290,360,390,390
,Aggregated,6861,0,9,38.68870691,1.2101,385.3798,8688,360.2148305,0,9,16,62,77,97,180,210,290,360,390,390
GET,/,7033,0,10,49.39326568,1.252,366.3532,8688,369.8647803,0,10,63,84,91,140,190,250,270,330,370,370
,Aggregated,7033,0,10,49.39326568,1.252,366.3532,8688,369.8647803,0,10,63,84,91,140,190,250,270,330,370,370
GET,/,7893,0,43,69.41466408,1.1672,409.8589,8688,415.8267734,0,43,86,96,100,200,230,290,300,400,410,410
,Aggregated,7893,0,43,69.41466408,1.1672,409.8589,8688,415.8267734,0,43,86,96,100,200,230,290,300,400,410,410
GET,/,7694,0,18,58.92238829,1.3542,423.0842,8688,404.0580751,0,18,80,89,94,180,200,280,300,400,420,420
,Aggregated,7694,0,18,58.92238829,1.3542,423.0842,8688,404.0580751,0,18,80,89,94,180,200,280,300,400,420,420
GET,/,7204,0,9,42.48929922,1.2796,359.5932,8688,379.1274092,0,9,36,76,85,100,190,240,260,330,360,360
,Aggregated,7204,0,9,42.48929922,1.2796,359.5932,8688,379.1274092,0,9,36,76,85,100,190,240,260,330,360,360
GET,/,6727,0,10,47.33337726,1.16,403.905,8688,353.1057939,0,10,67,83,89,110,190,210,230,400,400,400
,Aggregated,6727,0,10,47.33337726,1.16,403.905,8688,353.1057939,0,10,67,83,89,110,190,210,230,400,400,400
GET,/,7510,0,11,59.42312627,1.2734,389.8478,8688,393.9151814,0,11,76,90,99,190,200,290,300,370,390,390
,Aggregated,7510,0,11,59.42312627,1.2734,389.8478,8688,393.9151814,0,11,76,90,99,190,200,290,300,370,390,390
GET,/,7584,0,64,66.36927348,1.2689,343.2269,8688,399.401605,0,64,88,95,100,190,200,230,260,310,340,340
,Aggregated,7584,0,64,66.36927348,1.2689,343.2269,8688,399.401605,0,64,88,95,100,190,200,230,260,310,340,340
GET,/,7234,0,17,56.81500771,1.2006,391.4845,8688,380.2363431,0,17,79,88,94,180,190,250,290,360,390,390
,Aggregated,7234,0,17,56.81500771,1.2006,391.4845,8688,380.2363431,0,17,79,88,94,180,190,250,290,360,390,390
GET,/,7007,0,11,54.68033262,1.2329,395.7478,8688,367.3131098,0,11,72,87,91,190,210,290,300,340,400,400
,Aggregated,7007,0,11,54.68033262,1.2329,395.7478,8688,367.3131098,0,11,72,87,91,190,210,290,300,340,400,400
GET,/,7281,0,16,58.19232053,1.2806,402.041,8688,381.9993579,0,16,80,90,95,130,200,290,340,390,400,400
,Aggregated,7281,0,16,58.19232053,1.2806,402.041,8688,381.9993579,0,16,80,90,95,130,200,290,340,390,400,400
GET,/,7169,0,10,50.66802049,1.2989,515.4532,8688,375.6654298,0,10,59,81,92,150,200,260,350,430,520,520
,Aggregated,7169,0,10,50.66802049,1.2989,515.4532,8688,375.6654298,0,10,59,81,92,150,200,260,350,430,520,520
GET,/,7111,0,9,42.77668938,1.1456,416.518,8688,372.7735843,0,9,17,60,77,120,200,260,300,400,420,420
,Aggregated,7111,0,9,42.77668938,1.1456,416.518,8688,372.7735843,0,9,17,60,77,120,200,260,300,400,420,420
GET,/,7070,0,13,49.93040453,1.2354,398.9724,8688,371.1851599,0,13,70,87,92,110,190,220,290,390,400,400
,Aggregated,7070,0,13,49.93040453,1.2354,398.9724,8688,371.1851599,0,13,70,87,92,110,190,220,290,390,400,400
GET,/,7124,0,13,57.55356044,1.22,501.0788,8688,373.1044682,0,13,76,86,91,130,250,310,370,400,500,500
,Aggregated,7124,0,13,57.55356044,1.22,501.0788,8688,373.1044682,0,13,76,86,91,130,250,310,370,400,500,500
GET,/,7041,0,10,53.69719489,1.2757,452.6039,8688,368.9563626,0,10,74,88,92,160,210,290,300,370,450,450
,Aggregated,7041,0,10,53.69719489,1.2757,452.6039,8688,368.9563626,0,10,74,88,92,160,210,290,300,370,450,450
GET,/,7142,0,10,41.38285767,1.2852,338.4497,8688,374.263283,0,10,21,68,78,110,190,240,260,290,340,340
,Aggregated,7142,0,10,41.38285767,1.2852,338.4497,8688,374.263283,0,10,21,68,78,110,190,240,260,290,340,340
GET,/,7243,0,11,51.72197486,1.3225,400.5015,8688,379.6344947,0,11,74,85,89,130,200,240,280,340,400,400
,Aggregated,7243,0,11,51.72197486,1.3225,400.5015,8688,379.6344947,0,11,74,85,89,130,200,240,280,340,400,400
GET,/,7732,0,81,80.6044628,1.2129,490.2236,8688,405.3514667,0,81,95,100,110,200,280,310,390,480,490,490
,Aggregated,7732,0,81,80.6044628,1.2129,490.2236,8688,405.3514667,0,81,95,100,110,200,280,310,390,480,490,490
GET,/,8292,0,83,78.70636345,1.2986,389.8949,8688,431.8240416,0,83,93,100,110,190,210,280,300,380,390,390
,Aggregated,8292,0,83,78.70636345,1.2986,389.8949,8688,431.8240416,0,83,93,100,110,190,210,280,300,380,390,390
GET,/,8049,0,11,50.69424604,1.2651,339.3045,8688,421.7056352,0,11,64,83,91,170,200,210,250,320,340,340
,Aggregated,8049,0,11,50.69424604,1.2651,339.3045,8688,421.7056352,0,11,64,83,91,170,200,210,250,320,340,340
GET,/,7695,0,11,38.90955535,1.3058,306.2823,8688,403.4262424,0,11,23,63,80,100,180,200,220,280,310,310
,Aggregated,7695,0,11,38.90955535,1.3058,306.2823,8688,403.4262424,0,11,23,63,80,100,180,200,220,280,310,310
GET,/,7690,0,13,47.46181224,1.2579,404.1824,8688,402.5941584,0,13,65,82,88,100,180,210,290,400,400,400
,Aggregated,7690,0,13,47.46181224,1.2579,404.1824,8688,402.5941584,0,13,65,82,88,100,180,210,290,400,400,400
GET,/,7421,0,14,45.74218524,1.3355,426.8454,8688,388.7289287,0,14,55,78,85,110,180,210,250,350,430,430
,Aggregated,7421,0,14,45.74218524,1.3355,426.8454,8688,388.7289287,0,14,55,78,85,110,180,210,250,350,430,430
