POD,CPU,MEMORY,TIME,Resource,,,
frontend-767bb5b6b6-cjccz,114,30Mi,1703259463,130.3495812,,,
frontend-767bb5b6b6-cjccz,81,29Mi,1703259484,114.6620951,,,
frontend-767bb5b6b6-cjccz,99,29Mi,1703259506,125.1058903,,,
frontend-767bb5b6b6-cjccz,80,29Mi,1703259527,126.3560516,,,
frontend-767bb5b6b6-cjccz,79,29Mi,1703259549,122.695964,,,
frontend-767bb5b6b6-cjccz,86,29Mi,1703259570,110.3063443,,,
frontend-767bb5b6b6-cjccz,80,29Mi,1703259592,112.8684212,,,
frontend-767bb5b6b6-cjccz,90,29Mi,1703259614,109.004338,,,
frontend-767bb5b6b6-cjccz,99,28Mi,1703259635,118.3147406,,,
frontend-767bb5b6b6-cjccz,84,28Mi,1703259657,130.9776322,,,
frontend-767bb5b6b6-cjccz,84,28Mi,1703259679,127.4652369,,,
frontend-767bb5b6b6-cjccz,92,28Mi,1703259700,113.1383463,,,
frontend-767bb5b6b6-cjccz,87,28Mi,1703259722,120.9241567,,,
frontend-767bb5b6b6-cjccz,87,28Mi,1703259744,116.8252255,,,
frontend-767bb5b6b6-cjccz,83,28Mi,1703259766,116.6493476,,,
frontend-767bb5b6b6-cjccz,83,28Mi,1703259787,111.0767624,,,
frontend-767bb5b6b6-cjccz,95,29Mi,1703259809,111.027066,,,
frontend-767bb5b6b6-cjccz,94,29Mi,1703259831,121.7811866,,,
frontend-767bb5b6b6-cjccz,81,29Mi,1703259852,124.5419291,,,
frontend-767bb5b6b6-cjccz,80,29Mi,1703259874,112.1545306,,,
frontend-767bb5b6b6-cjccz,99,29Mi,1703259896,108.9724734,,,
frontend-767bb5b6b6-cjccz,84,29Mi,1703259917,122.6961781,,,
frontend-767bb5b6b6-cjccz,91,28Mi,1703259939,125.8392194,,,
frontend-767bb5b6b6-cjccz,111,28Mi,1703259961,118.4240045,,,
frontend-767bb5b6b6-cjccz,94,28Mi,1703259983,130.9208386,,,
frontend-767bb5b6b6-cjccz,88,28Mi,1703260004,122.2357632,,,
frontend-767bb5b6b6-cjccz,70,28Mi,1703260026,119.0975322,,,
frontend-767bb5b6b6-cjccz,82,28Mi,1703260048,103.0936229,,,
frontend-767bb5b6b6-cjccz,74,28Mi,1703260069,109.8063504,,,
frontend-767bb5b6b6-cjccz,69,28Mi,1703260091,99.5324574,,,
frontend-767bb5b6b6-cjccz,77,28Mi,1703260113,93.00445874,,,
frontend-767bb5b6b6-cjccz,91,28Mi,1703260134,101.8744154,,,
frontend-767bb5b6b6-cjccz,82,28Mi,1703260156,120.6622945,,,
frontend-767bb5b6b6-cjccz,76,28Mi,1703260178,109.2055303,,,
frontend-767bb5b6b6-cjccz,73,28Mi,1703260199,103.7715128,,,
frontend-767bb5b6b6-cjccz,79,28Mi,1703260221,98.9393337,,,
frontend-767bb5b6b6-cjccz,81,28Mi,1703260243,106.4076506,,,
frontend-767bb5b6b6-cjccz,89,28Mi,1703260264,108.0707062,,,
frontend-767bb5b6b6-cjccz,75,28Mi,1703260286,116.925674,,,
frontend-767bb5b6b6-cjccz,97,28Mi,1703260308,112.013261,,,
frontend-767bb5b6b6-cjccz,85,28Mi,1703260329,109.4453824,,,
frontend-767bb5b6b6-cjccz,97,28Mi,1703260351,121.0580819,,,
frontend-767bb5b6b6-cjccz,90,28Mi,1703260373,127.4459131,,,
frontend-767bb5b6b6-cjccz,90,28Mi,1703260395,120.3393088,,,
frontend-767bb5b6b6-cjccz,85,28Mi,1703260416,120.8020565,,,
frontend-767bb5b6b6-cjccz,85,28Mi,1703260438,113.6915117,,,
frontend-767bb5b6b6-cjccz,100,28Mi,1703260460,113.9054752,,,
frontend-767bb5b6b6-cjccz,88,28Mi,1703260482,128.8206832,,,
frontend-767bb5b6b6-cjccz,89,28Mi,1703260503,120.8952358,,,
frontend-767bb5b6b6-cjccz,82,28Mi,1703260525,119.1334788,,,
frontend-767bb5b6b6-cjccz,90,28Mi,1703260547,110.8978418,,,
frontend-767bb5b6b6-cjccz,82,28Mi,1703260569,118.2215732,,,
frontend-767bb5b6b6-cjccz,101,28Mi,1703260590,110.8978418,,,
frontend-767bb5b6b6-cjccz,79,28Mi,1703260612,120.897752,,,
frontend-767bb5b6b6-cjccz,77,28Mi,1703260634,123.2640364,,,
frontend-767bb5b6b6-cjccz,83,28Mi,1703260656,106.9818135,,,
frontend-767bb5b6b6-cjccz,85,29Mi,1703260678,108.5117159,,,
frontend-767bb5b6b6-cjccz,85,29Mi,1703260699,112.8662823,,,
frontend-767bb5b6b6-cjccz,93,29Mi,1703260722,114.1271259,,,
frontend-767bb5b6b6-cjccz,92,29Mi,1703260744,122.8309939,,,
frontend-767bb5b6b6-cjccz,83,29Mi,1703260765,122.4025395,,,
frontend-767bb5b6b6-cjccz,81,29Mi,1703260787,111.8102888,,,
frontend-767bb5b6b6-cjccz,84,29Mi,1703260809,108.8235367,,,
frontend-767bb5b6b6-cjccz,87,27Mi,1703260831,113.0434357,,,
frontend-767bb5b6b6-cjccz,82,27Mi,1703260853,116.0625097,,,
frontend-767bb5b6b6-cjccz,90,27Mi,1703260874,111.1990236,,,
frontend-767bb5b6b6-cjccz,85,27Mi,1703260896,119.8559505,,,
frontend-767bb5b6b6-cjccz,77,27Mi,1703260918,113.6987361,,,
frontend-767bb5b6b6-cjccz,90,27Mi,1703260939,103.5875345,,,
frontend-767bb5b6b6-cjccz,90,27Mi,1703260961,113.4661969,,,
frontend-767bb5b6b6-cjccz,70,27Mi,1703260983,120.6101471,,,
frontend-767bb5b6b6-cjccz,82,27Mi,1703261004,102.2833652,,,
frontend-767bb5b6b6-cjccz,80,27Mi,1703261026,109.9224283,,,
frontend-767bb5b6b6-cjccz,99,27Mi,1703261048,106.6485143,,,
frontend-767bb5b6b6-cjccz,71,28Mi,1703261069,122.7256456,,,
frontend-767bb5b6b6-cjccz,100,29Mi,1703261091,101.1295244,,,
frontend-767bb5b6b6-cjccz,86,31Mi,1703261113,118.9781882,,,
frontend-767bb5b6b6-cjccz,86,31Mi,1703261134,122.676676,,,
frontend-767bb5b6b6-cjccz,102,31Mi,1703261156,117.0161316,,,
frontend-767bb5b6b6-cjccz,95,31Mi,1703261178,125.5120731,,,
frontend-767bb5b6b6-cjccz,83,31Mi,1703261199,126.0811591,,,
frontend-767bb5b6b6-cjccz,100,31Mi,1703261221,117.7503191,,,
frontend-767bb5b6b6-cjccz,90,31Mi,1703261243,117.0306901,,,
frontend-767bb5b6b6-cjccz,103,31Mi,1703261264,120.6649706,,,
frontend-767bb5b6b6-cjccz,92,31Mi,1703261286,128.8643129,,,
frontend-767bb5b6b6-cjccz,96,31Mi,1703261308,123.174036,,,
frontend-767bb5b6b6-cjccz,116,31Mi,1703261330,128.5483048,,,
frontend-767bb5b6b6-cjccz,89,31Mi,1703261352,138.3861071,,,
frontend-767bb5b6b6-cjccz,100,31Mi,1703261373,125.4402513,,,
frontend-767bb5b6b6-cjccz,113,31Mi,1703261395,129.727128,,,
frontend-767bb5b6b6-cjccz,83,31Mi,1703261417,141.2499902,,,
frontend-767bb5b6b6-cjccz,92,31Mi,1703261439,136.6513753,,,
frontend-767bb5b6b6-cjccz,102,31Mi,1703261461,122.652367,,,
frontend-767bb5b6b6-cjccz,85,31Mi,1703261482,130.5040535,,,
frontend-767bb5b6b6-cjccz,114,31Mi,1703261504,132.7813248,,,
frontend-767bb5b6b6-cjccz,84,31Mi,1703261526,114.146563,,,
frontend-767bb5b6b6-cjccz,91,31Mi,1703261548,135.2741335,,,
frontend-767bb5b6b6-cjccz,101,31Mi,1703261569,124.233135,,,
frontend-767bb5b6b6-cjccz,89,31Mi,1703261591,126.9198578,,,
frontend-767bb5b6b6-cjccz,103,31Mi,1703261613,121.4982469,,,
frontend-767bb5b6b6-cjccz,96,31Mi,1703261635,128.7142657,,,
frontend-767bb5b6b6-cjccz,88,31Mi,1703261656,129.254035,,,
frontend-767bb5b6b6-cjccz,98,31Mi,1703261678,118.5062236,,,
frontend-767bb5b6b6-cjccz,85,31Mi,1703261700,130.0668669,,,
frontend-767bb5b6b6-cjccz,85,31Mi,1703261722,125.0237126,,,
frontend-767bb5b6b6-cjccz,99,31Mi,1703261744,114.4173692,,,
frontend-767bb5b6b6-cjccz,87,31Mi,1703261765,123.5721053,,,
frontend-767bb5b6b6-cjccz,90,31Mi,1703261787,123.516938,,,
frontend-767bb5b6b6-cjccz,103,31Mi,1703261809,121.2507422,,,
frontend-767bb5b6b6-cjccz,78,31Mi,1703261831,127.9424272,,,
frontend-767bb5b6b6-cjccz,94,31Mi,1703261853,127.6060765,,,
frontend-767bb5b6b6-cjccz,88,31Mi,1703261875,115.763916,,,
frontend-767bb5b6b6-cjccz,95,31Mi,1703261896,115.3822822,,,
frontend-767bb5b6b6-cjccz,102,31Mi,1703261918,125.2953501,,,
frontend-767bb5b6b6-cjccz,89,31Mi,1703261940,133.7924581,,,
frontend-767bb5b6b6-cjccz,106,31Mi,1703261962,123.63135,,,
frontend-767bb5b6b6-cjccz,87,31Mi,1703261984,130.6953761,,,
frontend-767bb5b6b6-cjccz,89,31Mi,1703262005,133.1476294,,,
frontend-767bb5b6b6-cjccz,84,31Mi,1703262027,122.1113799,,,
frontend-767bb5b6b6-cjccz,79,31Mi,1703262049,113.337639,,,
frontend-767bb5b6b6-cjccz,89,31Mi,1703262071,107.197722,,,
frontend-767bb5b6b6-cjccz,82,31Mi,1703262093,118.8097406,,,
frontend-767bb5b6b6-cjccz,89,31Mi,1703262114,110.402054,,,
frontend-767bb5b6b6-cjccz,86,31Mi,1703262136,118.6254454,,,
frontend-767bb5b6b6-cjccz,91,31Mi,1703262158,114.530943,,,
frontend-767bb5b6b6-cjccz,73,31Mi,1703262180,121.2731466,,,
frontend-767bb5b6b6-cjccz,86,31Mi,1703262201,114.3518781,,,
frontend-767bb5b6b6-cjccz,68,31Mi,1703262223,112.3336744,,,
frontend-767bb5b6b6-cjccz,76,31Mi,1703262245,94.24966361,,,
