POD,CPU,MEMORY,TIME,Resource,,,
,,,,,,42710,57069.80825
frontend-767bb5b6b6-tktzp,80,31Mi,1703011171,109.6419892,,,
frontend-767bb5b6b6-tktzp,71,31Mi,1703011193,106.831799,,,
frontend-767bb5b6b6-tktzp,66,31Mi,1703011214,96.14676931,,,
frontend-767bb5b6b6-tktzp,79,29Mi,1703011236,89.99002228,,,
frontend-767bb5b6b6-tktzp,80,29Mi,1703011258,97.03504043,,,
frontend-767bb5b6b6-tktzp,70,29Mi,1703011280,101.0781671,,,
frontend-767bb5b6b6-tktzp,83,29Mi,1703011302,95.08778158,,,
frontend-767bb5b6b6-tktzp,76,29Mi,1703011324,107.8036085,,,
frontend-767bb5b6b6-tktzp,88,29Mi,1703011345,102.7880507,,,
frontend-767bb5b6b6-tktzp,76,29Mi,1703011367,117.3170058,,,
frontend-767bb5b6b6-tktzp,83,28Mi,1703011389,100.3790953,,,
frontend-767bb5b6b6-tktzp,90,29Mi,1703011411,109.6323725,,,
frontend-767bb5b6b6-tktzp,78,29Mi,1703011433,119.2439179,,,
frontend-767bb5b6b6-tktzp,97,29Mi,1703011454,107.2748636,,,
frontend-767bb5b6b6-tktzp,84,29Mi,1703011476,119.047619,,,
frontend-767bb5b6b6-tktzp,83,29Mi,1703011498,116.3522013,,,
frontend-767bb5b6b6-tktzp,94,29Mi,1703011520,112.693346,,,
frontend-767bb5b6b6-tktzp,91,29Mi,1703011542,117.2506739,,,
frontend-767bb5b6b6-tktzp,82,29Mi,1703011564,120.3953279,,,
frontend-767bb5b6b6-tktzp,83,29Mi,1703011586,113.3024326,,,
frontend-767bb5b6b6-tktzp,83,29Mi,1703011608,112.3853652,,,
frontend-767bb5b6b6-tktzp,76,29Mi,1703011629,112.3315172,,,
frontend-767bb5b6b6-tktzp,94,29Mi,1703011651,103.2120225,,,
frontend-767bb5b6b6-tktzp,77,29Mi,1703011673,113.6567835,,,
frontend-767bb5b6b6-tktzp,96,29Mi,1703011695,110.9613657,,,
frontend-767bb5b6b6-tktzp,72,29Mi,1703011717,121.2081844,,,
frontend-767bb5b6b6-tktzp,93,29Mi,1703011739,116.4266838,,,
frontend-767bb5b6b6-tktzp,77,29Mi,1703011761,117.2506739,,,
frontend-767bb5b6b6-tktzp,80,29Mi,1703011782,108.7151842,,,
frontend-767bb5b6b6-tktzp,73,29Mi,1703011804,109.5924643,,,
frontend-767bb5b6b6-tktzp,91,29Mi,1703011826,100.0909779,,,
frontend-767bb5b6b6-tktzp,75,29Mi,1703011848,109.6136568,,,
frontend-767bb5b6b6-tktzp,83,29Mi,1703011870,107.3674753,,,
frontend-767bb5b6b6-tktzp,72,29Mi,1703011892,109.299433,,,
frontend-767bb5b6b6-tktzp,72,29Mi,1703011913,99.54311299,,,
frontend-767bb5b6b6-tktzp,95,29Mi,1703011935,97.75012794,,,
frontend-767bb5b6b6-tktzp,73,29Mi,1703011957,107.3674753,,,
frontend-767bb5b6b6-tktzp,96,28Mi,1703011979,107.8167116,,,
frontend-767bb5b6b6-tktzp,79,28Mi,1703012001,112.3772669,,,
frontend-767bb5b6b6-tktzp,77,28Mi,1703012023,111.7202515,,,
frontend-767bb5b6b6-tktzp,95,28Mi,1703012045,107.6038411,,,
frontend-767bb5b6b6-tktzp,77,28Mi,1703012066,118.9233163,,,
frontend-767bb5b6b6-tktzp,81,28Mi,1703012088,124.8778364,,,
frontend-767bb5b6b6-tktzp,84,28Mi,1703012110,109.1170258,,,
frontend-767bb5b6b6-tktzp,84,28Mi,1703012132,111.1468379,,,
frontend-767bb5b6b6-tktzp,89,28Mi,1703012154,116.5992059,,,
frontend-767bb5b6b6-tktzp,78,28Mi,1703012176,118.3587491,,,
frontend-767bb5b6b6-tktzp,73,28Mi,1703012197,105.7574637,,,
frontend-767bb5b6b6-tktzp,89,28Mi,1703012219,98.53779649,,,
frontend-767bb5b6b6-tktzp,77,28Mi,1703012241,113.0795542,,,
frontend-767bb5b6b6-tktzp,73,28Mi,1703012263,107.9660187,,,
frontend-767bb5b6b6-tktzp,84,28Mi,1703012285,98.44833966,,,
frontend-767bb5b6b6-tktzp,75,28Mi,1703012306,111.4588277,,,
frontend-767bb5b6b6-tktzp,75,28Mi,1703012328,102.211212,,,
frontend-767bb5b6b6-tktzp,66,28Mi,1703012350,101.0580935,,,
frontend-767bb5b6b6-tktzp,75,28Mi,1703012372,89.53892677,,,
frontend-767bb5b6b6-tktzp,89,28Mi,1703012394,100.4444853,,,
frontend-767bb5b6b6-tktzp,76,27Mi,1703012416,103.3243486,,,
frontend-767bb5b6b6-tktzp,73,27Mi,1703012438,107.8167116,,,
frontend-767bb5b6b6-tktzp,91,27Mi,1703012459,98.15803697,,,
frontend-767bb5b6b6-tktzp,69,27Mi,1703012481,107.8167116,,,
frontend-767bb5b6b6-tktzp,79,27Mi,1703012503,104.6720575,,,
frontend-767bb5b6b6-tktzp,79,27Mi,1703012525,105.6751878,,,
frontend-767bb5b6b6-tktzp,80,27Mi,1703012547,105.7973696,,,
frontend-767bb5b6b6-tktzp,76,27Mi,1703012568,107.4569746,,,
frontend-767bb5b6b6-tktzp,80,26Mi,1703012590,102.3261546,,,
frontend-767bb5b6b6-tktzp,88,26Mi,1703012612,107.5805344,,,
frontend-767bb5b6b6-tktzp,79,26Mi,1703012634,116.4932711,,,
frontend-767bb5b6b6-tktzp,91,26Mi,1703012656,106.6413761,,,
frontend-767bb5b6b6-tktzp,81,27Mi,1703012677,119.7042948,,,
frontend-767bb5b6b6-tktzp,93,28Mi,1703012699,108.8812143,,,
frontend-767bb5b6b6-tktzp,93,30Mi,1703012721,122.6662346,,,
frontend-767bb5b6b6-tktzp,95,30Mi,1703012743,123.1700679,,,
frontend-767bb5b6b6-tktzp,94,30Mi,1703012765,126.4694758,,,
frontend-767bb5b6b6-tktzp,87,31Mi,1703012787,124.685,,,
frontend-767bb5b6b6-tktzp,83,31Mi,1703012809,117.1951699,,,
frontend-767bb5b6b6-tktzp,86,31Mi,1703012830,113.0160069,,,
frontend-767bb5b6b6-tktzp,86,31Mi,1703012852,114.6779527,,,
frontend-767bb5b6b6-tktzp,110,31Mi,1703012874,115.6440889,,,
frontend-767bb5b6b6-tktzp,90,31Mi,1703012896,126.6846361,,,
frontend-767bb5b6b6-tktzp,119,31Mi,1703012918,128.4815813,,,
frontend-767bb5b6b6-tktzp,119,31Mi,1703012939,145.5737434,,,
frontend-767bb5b6b6-tktzp,95,31Mi,1703012961,157.8713546,,,
frontend-767bb5b6b6-tktzp,111,31Mi,1703012983,131.0190044,,,
frontend-767bb5b6b6-tktzp,74,31Mi,1703013005,130.4564061,,,
frontend-767bb5b6b6-tktzp,99,31Mi,1703013027,126.2669494,,,
frontend-767bb5b6b6-tktzp,82,31Mi,1703013048,118.0569565,,,
frontend-767bb5b6b6-tktzp,99,31Mi,1703013070,122.8345379,,,
frontend-767bb5b6b6-tktzp,84,31Mi,1703013092,125.7861635,,,
frontend-767bb5b6b6-tktzp,94,31Mi,1703013114,119.047619,,,
frontend-767bb5b6b6-tktzp,89,31Mi,1703013136,124.0568412,,,
frontend-767bb5b6b6-tktzp,87,31Mi,1703013158,118.9252571,,,
frontend-767bb5b6b6-tktzp,93,31Mi,1703013180,116.3377794,,,
frontend-767bb5b6b6-tktzp,93,31Mi,1703013201,123.0106525,,,
frontend-767bb5b6b6-tktzp,84,31Mi,1703013223,123.9052574,,,
frontend-767bb5b6b6-tktzp,98,31Mi,1703013245,115.4998117,,,
frontend-767bb5b6b6-tktzp,97,31Mi,1703013267,123.539982,,,
frontend-767bb5b6b6-tktzp,92,31Mi,1703013289,125.3369272,,,
frontend-767bb5b6b6-tktzp,109,31Mi,1703013311,123.7319959,,,
frontend-767bb5b6b6-tktzp,94,31Mi,1703013333,133.8724169,,,
frontend-767bb5b6b6-tktzp,79,31Mi,1703013355,132.524708,,,
frontend-767bb5b6b6-tktzp,101,31Mi,1703013376,118.4444983,,,
frontend-767bb5b6b6-tktzp,90,31Mi,1703013398,123.0907457,,,
frontend-767bb5b6b6-tktzp,72,31Mi,1703013420,121.2938005,,,
frontend-767bb5b6b6-tktzp,121,31Mi,1703013442,117.3267533,,,
frontend-767bb5b6b6-tktzp,90,31Mi,1703013464,127.1338724,,,
frontend-767bb5b6b6-tktzp,90,31Mi,1703013486,127.1338724,,,
frontend-767bb5b6b6-tktzp,92,31Mi,1703013508,122.5854655,,,
frontend-767bb5b6b6-tktzp,96,31Mi,1703013530,121.6797438,,,
frontend-767bb5b6b6-tktzp,115,31Mi,1703013551,128.0700021,,,
frontend-767bb5b6b6-tktzp,97,31Mi,1703013573,136.1185984,,,
frontend-767bb5b6b6-tktzp,89,31Mi,1703013595,138.3647799,,,
frontend-767bb5b6b6-tktzp,97,31Mi,1703013617,120.8018598,,,
frontend-767bb5b6b6-tktzp,101,31Mi,1703013639,129.0532544,,,
frontend-767bb5b6b6-tktzp,89,31Mi,1703013661,135.0787136,,,
frontend-767bb5b6b6-tktzp,91,31Mi,1703013683,122.1086657,,,
frontend-767bb5b6b6-tktzp,102,31Mi,1703013704,121.8670239,,,
frontend-767bb5b6b6-tktzp,78,31Mi,1703013726,126.6846361,,,
frontend-767bb5b6b6-tktzp,81,31Mi,1703013748,121.7430368,,,
frontend-767bb5b6b6-tktzp,98,31Mi,1703013770,111.1758265,,,
frontend-767bb5b6b6-tktzp,83,31Mi,1703013792,115.4537287,,,
frontend-767bb5b6b6-tktzp,88,31Mi,1703013814,117.6999102,,,
frontend-767bb5b6b6-tktzp,71,31Mi,1703013836,117.9113159,,,
frontend-767bb5b6b6-tktzp,87,31Mi,1703013858,107.7469975,,,
