Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,3340,0,6,22.582180568862192,1.2651000000012402,395.6214,8688.0,177.96853131239794,0.0,6,8,10,13,75,100,190,210,380,400,400
,Aggregated,3340,0,6,22.582180568862192,1.2651000000012402,395.6214,8688.0,177.96853131239794,0.0,6,8,10,13,75,100,190,210,380,400,400
