Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,5418,0,7,34.138171262458364,1.1914999999973475,473.15909999999974,8688.0,284.88413822749635,0.0,7,11,44,70,93,160,250,290,460,470,470
,Aggregated,5418,0,7,34.138171262458364,1.1914999999973475,473.15909999999974,8688.0,284.88413822749635,0.0,7,11,44,70,93,160,250,290,460,470,470
