Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,9762,0,69,72.4299919688592,1.2942000000002452,393.4774000000001,8688.0,512.8525491898755,0.0,69,85,96,100,180,200,290,290,350,390,390
,Aggregated,9762,0,69,72.4299919688592,1.2942000000002452,393.4774000000001,8688.0,512.8525491898755,0.0,69,85,96,100,180,200,290,290,350,390,390
