POD,CPU,MEMORY,TIME
front-end-55b89655c7-6np9l,35m,67Mi,1701699337.6273854
front-end-55b89655c7-6np9l,70m,66Mi,1701699359.4666517
front-end-55b89655c7-6np9l,55m,74Mi,1701699381.351761
front-end-55b89655c7-6np9l,56m,89Mi,1701699403.2061021
front-end-55b89655c7-6np9l,61m,90Mi,1701699425.1461089
front-end-55b89655c7-6np9l,23m,93Mi,1701699447.0448983
