Resource,Cooling Time,Current Time,Replicas,Mode
0,0,0,0,0
161.25,1701159400.6743271,1701159400.6743271,,vertical
158.75,1701159400.6743271,1701159422.1473932,,vertical
147.5,1701159400.6743271,1701159443.5810204,,vertical
131.25,1701159400.6743271,1701159464.974467,,vertical
167.5,1701159400.6743271,1701159486.3649998,,vertical
142.21807199065435,1701159400.6743271,1701159507.866188,,vertical
155.85714701690068,1701159400.6743271,1701159529.2693067,,vertical
145.5980802182983,1701159400.6743271,1701159550.6908176,,vertical
158.77806680530287,1701159400.6743271,1701159572.0896256,,vertical
156.7296724686066,1701159400.6743271,1701159593.553285,,vertical
151.1181892247177,1701159400.6743271,1701159614.977059,,vertical
164.43106188086387,1701159400.6743271,1701159636.4099126,,vertical
170.81869661015327,1701159400.6743271,1701159657.7577288,,vertical
169.36651777545887,1701159400.6743271,1701159679.2034652,,vertical
170.0526915956378,1701159400.6743271,1701159700.5997229,,vertical
181.78318007706926,1701159400.6743271,1701159722.0101779,,vertical
158.11151815648932,1701159400.6743271,1701159743.4417524,,vertical
205.80766595925974,1701159400.6743271,1701159764.7678938,,vertical
148.38847707137455,1701159400.6743271,1701159786.1365507,,vertical
176.25912780522427,1701159400.6743271,1701159807.469222,,vertical
178.5558000390345,1701159400.6743271,1701159828.8873646,,vertical
179.6455033760362,1701159400.6743271,1701159850.2300181,,vertical
151.01790996261434,1701159400.6743271,1701159871.5573084,,vertical
158.8562397618468,1701159400.6743271,1701159892.9507675,,vertical
158.429454540197,1701159400.6743271,1701159914.3336067,,vertical
159.48102737813232,1701159400.6743271,1701159935.7894728,,vertical
173.5699192938156,1701159400.6743271,1701159957.1267414,,vertical
187.09207506718946,1701159400.6743271,1701159978.4782877,,vertical
167.86493292150774,1701159400.6743271,1701159999.8351972,,vertical
181.2098246282632,1701159400.6743271,1701160021.259461,,vertical
161.72090178977317,1701159400.6743271,1701160042.7735903,,vertical
177.1919832242108,1701159400.6743271,1701160064.24375,,vertical
187.12717132380118,1701159400.6743271,1701160085.6770732,,vertical
183.0624220506707,1701159400.6743271,1701160107.1379323,,vertical
198.53019947393813,1701159400.6743271,1701160128.5924687,,vertical
192.54595827192196,1701159400.6743271,1701160150.1104937,,vertical
195.70011040530295,1701159400.6743271,1701160171.5431283,,vertical
215.31897441578045,1701159400.6743271,1701160192.9732556,,vertical
175.7628297897287,1701159400.6743271,1701160214.4225886,,vertical
185.9038790410456,1701159400.6743271,1701160235.8775551,,vertical
175.12872583505666,1701159400.6743271,1701160257.4090106,,vertical
217.0879248867881,1701159400.6743271,1701160278.8474445,,vertical
174.63250119899837,1701159400.6743271,1701160300.2905674,,vertical
196.32465824507415,1701159400.6743271,1701160321.703531,,vertical
209.55961718545984,1701159400.6743271,1701160343.1576188,,vertical
172.8701249162111,1701159400.6743271,1701160364.6781006,,vertical
179.32804401597792,1701159400.6743271,1701160386.178599,,vertical
