POD,CPU,MEMORY,TIME,Resource,,,,
frontend-767bb5b6b6-tktzp,85,28Mi,1702975880,110.7896154,,,,
frontend-767bb5b6b6-tktzp,102,28Mi,1702975902,107.3693059,,,,
frontend-767bb5b6b6-tktzp,79,28Mi,1702975925,119.2774136,,,,
frontend-767bb5b6b6-tktzp,94,27Mi,1702975947,119.398028,,,,
frontend-767bb5b6b6-tktzp,94,27Mi,1702975969,121.4929986,,,,
frontend-767bb5b6b6-tktzp,81,27Mi,1702975991,122.7854676,,,,
frontend-767bb5b6b6-tktzp,104,27Mi,1702976013,123.4980999,,,,
frontend-767bb5b6b6-tktzp,87,27Mi,1702976035,125.2694721,,,,
frontend-767bb5b6b6-tktzp,84,27Mi,1702976057,123.5562383,,,,
frontend-767bb5b6b6-tktzp,83,26Mi,1702976079,122.4104204,,,,
frontend-767bb5b6b6-tktzp,72,26Mi,1702976101,120.1250098,,,,
frontend-767bb5b6b6-tktzp,90,26Mi,1702976123,122.6691397,,,,
frontend-767bb5b6b6-tktzp,87,26Mi,1702976145,109.7382502,,,,
frontend-767bb5b6b6-tktzp,96,26Mi,1702976167,109.7382502,,,,
frontend-767bb5b6b6-tktzp,83,26Mi,1702976189,116.8744677,,,,
frontend-767bb5b6b6-tktzp,89,26Mi,1702976211,116.8744677,,,,
frontend-767bb5b6b6-tktzp,71,26Mi,1702976234,112.1080736,,,,
frontend-767bb5b6b6-tktzp,86,25Mi,1702976256,116.968586,,,,
frontend-767bb5b6b6-tktzp,78,25Mi,1702976278,116.6604204,,,,
frontend-767bb5b6b6-tktzp,87,26Mi,1702976300,108.2000514,,,,
frontend-767bb5b6b6-tktzp,87,26Mi,1702976322,110.0204616,,,,
frontend-767bb5b6b6-tktzp,85,26Mi,1702976344,108.7179487,,,,
frontend-767bb5b6b6-tktzp,95,26Mi,1702976366,105.0693059,,,,
frontend-767bb5b6b6-tktzp,85,26Mi,1702976388,111.8394872,,,,
frontend-767bb5b6b6-tktzp,82,25Mi,1702976410,109.501729,,,,
frontend-767bb5b6b6-tktzp,101,25Mi,1702976432,109.94,,,,
frontend-767bb5b6b6-tktzp,84,25Mi,1702976455,119.6,,,,
frontend-767bb5b6b6-tktzp,99,25Mi,1702976477,119.6864214,,,,
frontend-767bb5b6b6-tktzp,84,25Mi,1702976499,122.3244723,,,,
frontend-767bb5b6b6-tktzp,88,25Mi,1702976521,122.4104204,,,,
frontend-767bb5b6b6-tktzp,82,25Mi,1702976543,121.8064999,,,,
frontend-767bb5b6b6-tktzp,77,25Mi,1702976565,114.5832939,,,,
frontend-767bb5b6b6-tktzp,106,25Mi,1702976587,115.9262151,,,,
frontend-767bb5b6b6-tktzp,81,25Mi,1702976609,123.3993338,,,,
frontend-767bb5b6b6-tktzp,85,25Mi,1702976631,123.3385544,,,,
frontend-767bb5b6b6-tktzp,87,25Mi,1702976653,122.6485544,,,,
frontend-767bb5b6b6-tktzp,84,25Mi,1702976675,123.2983926,,,,
frontend-767bb5b6b6-tktzp,83,25Mi,1702976697,122.3896976,,,,
frontend-767bb5b6b6-tktzp,96,25Mi,1702976720,101.2,,,,
frontend-767bb5b6b6-tktzp,87,25Mi,1702976742,110.8379562,,,,
frontend-767bb5b6b6-tktzp,76,25Mi,1702976764,111.0599573,,,,
frontend-767bb5b6b6-tktzp,81,25Mi,1702976786,112.9140684,,,,
frontend-767bb5b6b6-tktzp,69,25Mi,1702976808,112.7257248,,,,
frontend-767bb5b6b6-tktzp,81,25Mi,1702976830,115.3198094,,,,
frontend-767bb5b6b6-tktzp,73,24Mi,1702976852,104.4506327,,,,
frontend-767bb5b6b6-tktzp,84,25Mi,1702976874,98.08943404,,,,
frontend-767bb5b6b6-tktzp,92,25Mi,1702976896,102.2181971,,,,
frontend-767bb5b6b6-tktzp,88,25Mi,1702976918,110.4779235,,,,
frontend-767bb5b6b6-tktzp,86,25Mi,1702976940,111.0172847,,,,
frontend-767bb5b6b6-tktzp,86,25Mi,1702976962,111.9523873,,,,
frontend-767bb5b6b6-tktzp,84,25Mi,1702976984,106.5197436,,,,
frontend-767bb5b6b6-tktzp,75,25Mi,1702977006,106.5197436,,,,
frontend-767bb5b6b6-tktzp,92,25Mi,1702977029,106.8998813,,,,
frontend-767bb5b6b6-tktzp,79,25Mi,1702977050,109.9379089,,,,
frontend-767bb5b6b6-tktzp,83,25Mi,1702977073,109.1227081,,,,
frontend-767bb5b6b6-tktzp,87,25Mi,1702977094,108.049464,,,,
frontend-767bb5b6b6-tktzp,72,25Mi,1702977116,109.3567832,,,,
frontend-767bb5b6b6-tktzp,87,25Mi,1702977139,110.6975014,,,,
frontend-767bb5b6b6-tktzp,75,25Mi,1702977161,106.8181971,,,,
frontend-767bb5b6b6-tktzp,74,25Mi,1702977183,107.2022407,,,,
frontend-767bb5b6b6-tktzp,81,25Mi,1702977205,106.0369681,,,,
frontend-767bb5b6b6-tktzp,81,25Mi,1702977227,102.1011678,,,,
frontend-767bb5b6b6-tktzp,88,25Mi,1702977249,102.38664,,,,
frontend-767bb5b6b6-tktzp,88,25Mi,1702977271,103.352504,,,,
frontend-767bb5b6b6-tktzp,78,24Mi,1702977293,106.8081368,,,,
frontend-767bb5b6b6-tktzp,72,24Mi,1702977315,105.0396154,,,,
frontend-767bb5b6b6-tktzp,69,24Mi,1702977337,107.6832939,,,,
frontend-767bb5b6b6-tktzp,79,24Mi,1702977359,109.0185442,,,,
frontend-767bb5b6b6-tktzp,79,24Mi,1702977381,103.855092,,,,
frontend-767bb5b6b6-tktzp,79,24Mi,1702977403,96.20429302,,,,
frontend-767bb5b6b6-tktzp,76,24Mi,1702977425,96.76291199,,,,
frontend-767bb5b6b6-tktzp,81,24Mi,1702977447,96.77973094,,,,
frontend-767bb5b6b6-tktzp,77,24Mi,1702977469,94.3,,,,
frontend-767bb5b6b6-tktzp,69,24Mi,1702977491,94.17018703,,,,
frontend-767bb5b6b6-tktzp,87,24Mi,1702977513,97.24219591,,,,
frontend-767bb5b6b6-tktzp,80,24Mi,1702977535,103.3458052,,,,
frontend-767bb5b6b6-tktzp,72,24Mi,1702977557,104.1411834,,,,
frontend-767bb5b6b6-tktzp,79,25Mi,1702977579,103.0235621,,,,
frontend-767bb5b6b6-tktzp,72,25Mi,1702977601,103.6000514,,,,
frontend-767bb5b6b6-tktzp,80,27Mi,1702977623,102.6291918,,,,
frontend-767bb5b6b6-tktzp,76,27Mi,1702977645,96.76926264,,,,
frontend-767bb5b6b6-tktzp,82,27Mi,1702977667,94.92205779,,,,
frontend-767bb5b6b6-tktzp,76,29Mi,1702977689,97.49037406,,,,
frontend-767bb5b6b6-tktzp,76,29Mi,1702977711,96.80037406,,,,
frontend-767bb5b6b6-tktzp,87,29Mi,1702977733,95.51859089,,,,
frontend-767bb5b6b6-tktzp,87,29Mi,1702977755,101.5546864,,,,
frontend-767bb5b6b6-tktzp,83,29Mi,1702977777,105.1638509,,,,
frontend-767bb5b6b6-tktzp,83,29Mi,1702977799,105.4683508,,,,
frontend-767bb5b6b6-tktzp,80,29Mi,1702977821,104.9258856,,,,
frontend-767bb5b6b6-tktzp,96,29Mi,1702977843,102.7715476,,,,
frontend-767bb5b6b6-tktzp,91,29Mi,1702977865,111.4675935,,,,
frontend-767bb5b6b6-tktzp,89,29Mi,1702977886,113.282246,,,,
frontend-767bb5b6b6-tktzp,80,29Mi,1702977908,114.0941152,,,,
frontend-767bb5b6b6-tktzp,97,29Mi,1702977930,114.7827721,,,,
frontend-767bb5b6b6-tktzp,81,29Mi,1702977952,118.1879141,,,,
frontend-767bb5b6b6-tktzp,80,29Mi,1702977974,115.4023873,,,,
frontend-767bb5b6b6-tktzp,80,29Mi,1702977996,113.6457248,,,,
frontend-767bb5b6b6-tktzp,87,29Mi,1702978018,111.5757248,,,,
frontend-767bb5b6b6-tktzp,95,29Mi,1702978040,112.7969931,,,,
frontend-767bb5b6b6-tktzp,86,28Mi,1702978062,110.6695964,,,,
frontend-767bb5b6b6-tktzp,87,28Mi,1702978084,111.1712843,,,,
frontend-767bb5b6b6-tktzp,92,28Mi,1702978106,111.0323495,,,,
frontend-767bb5b6b6-tktzp,93,28Mi,1702978128,110.8567136,,,,
frontend-767bb5b6b6-tktzp,81,29Mi,1702978150,112.2367136,,,,
frontend-767bb5b6b6-tktzp,85,29Mi,1702978172,110.9849089,,,,
frontend-767bb5b6b6-tktzp,85,29Mi,1702978193,110.9846864,,,,
frontend-767bb5b6b6-tktzp,77,29Mi,1702978215,110.8098813,,,,
frontend-767bb5b6b6-tktzp,91,29Mi,1702978237,109.0351792,,,,
frontend-767bb5b6b6-tktzp,79,29Mi,1702978259,107.0989515,,,,
frontend-767bb5b6b6-tktzp,81,29Mi,1702978281,107.3268998,,,,
frontend-767bb5b6b6-tktzp,78,29Mi,1702978303,106.4068998,,,,
frontend-767bb5b6b6-tktzp,77,29Mi,1702978325,105.0534913,,,,
frontend-767bb5b6b6-tktzp,88,27Mi,1702978347,105.0534913,,,,
frontend-767bb5b6b6-tktzp,88,27Mi,1702978369,101.727566,,,,
frontend-767bb5b6b6-tktzp,95,27Mi,1702978391,105.7037471,,,,
frontend-767bb5b6b6-tktzp,89,27Mi,1702978413,113.6064647,,,,
frontend-767bb5b6b6-tktzp,104,27Mi,1702978435,113.8895964,,,,
frontend-767bb5b6b6-tktzp,84,27Mi,1702978457,120.9279696,,,,
frontend-767bb5b6b6-tktzp,87,27Mi,1702978479,121.801125,,,,
frontend-767bb5b6b6-tktzp,102,27Mi,1702978501,121.8594567,,,,
frontend-767bb5b6b6-tktzp,84,27Mi,1702978523,126.0006907,,,,
frontend-767bb5b6b6-tktzp,90,27Mi,1702978545,126.5193729,,,,
frontend-767bb5b6b6-tktzp,89,27Mi,1702978567,118.1770296,,,,
frontend-767bb5b6b6-tktzp,70,27Mi,1702978589,118.108272,,,,
frontend-767bb5b6b6-tktzp,95,27Mi,1702978611,123.8636096,,,,
frontend-767bb5b6b6-tktzp,80,27Mi,1702978632,118.0965918,,,,
frontend-767bb5b6b6-tktzp,84,27Mi,1702978654,117.8538732,,,,
frontend-767bb5b6b6-tktzp,61,27Mi,1702978676,115.5801029,,,,
frontend-767bb5b6b6-tktzp,79,27Mi,1702978698,116.5617944,,,,
frontend-767bb5b6b6-tktzp,80,27Mi,1702978720,117.0239581,,,,
frontend-767bb5b6b6-tktzp,77,27Mi,1702978742,106.9144723,,,,
