Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,7258,0,10,37.97883998346641,1.2787999999996913,345.4077,8688.0,380.6605194470208,0.0,10,13,22,54,150,200,250,270,290,350,350
,Aggregated,7258,0,10,37.97883998346641,1.2787999999996913,345.4077,8688.0,380.6605194470208,0.0,10,13,22,54,150,200,250,270,290,350,350
