Resource,Cooling Time,Current Time,Replicas,Mode
0,0,0,0,0
282.5,1702339754.8997114,1702339754.8997114,,vertical
307.5,1702339754.8997114,1702339776.0698898,,vertical
262.5,1702339754.8997114,1702339797.2050724,,vertical
296.25,1702339754.8997114,1702339818.3610432,,vertical
272.5,1702339754.8997114,1702339839.4663382,,vertical
275.75,1702339754.8997114,1702339860.7419214,,vertical
262.25,1702339754.8997114,1702339881.8490136,,vertical
265.24999999999994,1702339754.8997114,1702339902.963375,,vertical
269.5,1702339924.085575,1702339924.085575,2,horizontal
268.25,1702339924.085575,1702339945.3159685,,vertical
272.25,1702339924.085575,1702339966.826911,,vertical
276.25,1702339924.085575,1702339988.2214973,,vertical
255.74999999999997,1702339924.085575,1702340009.6081424,,vertical
225.74999999999997,1702339924.085575,1702340030.9708512,,vertical
203.5,1702339924.085575,1702340052.339021,,vertical
187.5,1702339924.085575,1702340073.8026621,,vertical
168.24999999999997,1702339924.085575,1702340095.1703167,,vertical
165.24999999999997,1702339924.085575,1702340116.5458434,,vertical
165.24999999999997,1702339924.085575,1702340137.9144216,,vertical
164.25,1702339924.085575,1702340159.2854471,,vertical
160.0,1702339924.085575,1702340180.7512078,,vertical
161.25,1702339924.085575,1702340202.0988793,,vertical
161.0,1702339924.085575,1702340223.4973469,,vertical
161.75,1702339924.085575,1702340244.8642929,,vertical
158.5,1702339924.085575,1702340266.2581553,,vertical
161.25,1702339924.085575,1702340287.7219667,,vertical
161.49999999999997,1702339924.085575,1702340309.1149323,,vertical
163.99999999999997,1702339924.085575,1702340330.4525478,,vertical
160.74999999999997,1702339924.085575,1702340351.7797115,,vertical
168.24999999999997,1702339924.085575,1702340373.1125977,,vertical
165.74999999999997,1702339924.085575,1702340394.501695,,vertical
166.25,1702339924.085575,1702340415.837055,,vertical
161.75,1702339924.085575,1702340437.1554291,,vertical
165.74999999999997,1702339924.085575,1702340458.480707,,vertical
164.25,1702339924.085575,1702340479.822872,,vertical
165.74999999999997,1702339924.085575,1702340501.2257836,,vertical
163.99999999999997,1702339924.085575,1702340522.5601416,,vertical
166.49999999999997,1702339924.085575,1702340543.9270885,,vertical
161.0,1702339924.085575,1702340565.2657335,,vertical
162.74999999999997,1702339924.085575,1702340586.6804235,,vertical
165.74999999999997,1702339924.085575,1702340608.1483634,,vertical
161.49999999999997,1702339924.085575,1702340629.5277004,,vertical
165.5,1702339924.085575,1702340650.9028444,,vertical
170.5,1702339924.085575,1702340672.2338014,,vertical
169.75,1702339924.085575,1702340693.6305149,,vertical
165.74999999999997,1702339924.085575,1702340715.1004224,,vertical
171.49999999999997,1702339924.085575,1702340736.4605803,,vertical
171.49999999999997,1702339924.085575,1702340757.8356051,,vertical
170.5,1702339924.085575,1702340779.222494,,vertical
172.74999999999997,1702339924.085575,1702340800.6298609,,vertical
174.49999999999997,1702339924.085575,1702340822.1078937,,vertical
183.99999999999997,1702339924.085575,1702340843.5135746,,vertical
183.0,1702339924.085575,1702340864.8998013,,vertical
185.74999999999997,1702339924.085575,1702340886.2597196,,vertical
186.0,1702339924.085575,1702340907.6110404,,vertical
184.25,1702339924.085575,1702340929.0546045,,vertical
172.25,1702339924.085575,1702340950.4592845,,vertical
166.0,1702339924.085575,1702340971.8580415,,vertical
167.5,1702339924.085575,1702340993.2162833,,vertical
164.49999999999997,1702339924.085575,1702341014.5898683,,vertical
165.5,1702339924.085575,1702341036.0457423,,vertical
168.5,1702339924.085575,1702341057.4196875,,vertical
175.24999999999997,1702339924.085575,1702341078.8208933,,vertical
171.25,1702339924.085575,1702341100.212697,,vertical
175.74999999999997,1702339924.085575,1702341121.5615854,,vertical
179.49999999999997,1702339924.085575,1702341143.0189033,,vertical
183.75,1702339924.085575,1702341164.4094326,,vertical
183.0,1702339924.085575,1702341185.8469198,,vertical
184.75,1702339924.085575,1702341207.2367063,,vertical
185.0,1702339924.085575,1702341228.6338313,,vertical
183.75,1702339924.085575,1702341250.1459908,,vertical
183.99999999999997,1702339924.085575,1702341271.5453522,,vertical
187.25,1702339924.085575,1702341292.9312797,,vertical
195.74999999999997,1702339924.085575,1702341314.336997,,vertical
194.25,1702339924.085575,1702341335.7357368,,vertical
201.75,1702339924.085575,1702341357.1972399,,vertical
196.99999999999997,1702339924.085575,1702341378.5996494,,vertical
211.0,1702339924.085575,1702341400.0149913,,vertical
202.74999999999997,1702339924.085575,1702341421.4166315,,vertical
205.0,1702339924.085575,1702341442.775058,,vertical
198.5,1702339924.085575,1702341464.2006435,,vertical
202.74999999999997,1702339924.085575,1702341485.5195627,,vertical
188.99999999999997,1702339924.085575,1702341506.8591342,,vertical
192.25,1702339924.085575,1702341528.1661274,,vertical
192.5,1702339924.085575,1702341549.4734502,,vertical
192.25,1702339924.085575,1702341570.8725483,,vertical
191.75,1702339924.085575,1702341592.1720512,,vertical
198.0,1702339924.085575,1702341613.4679747,,vertical
195.5,1702339924.085575,1702341634.791518,,vertical
199.25,1702339924.085575,1702341656.1143355,,vertical
196.25,1702339924.085575,1702341677.530968,,vertical
194.49999999999997,1702339924.085575,1702341698.8808079,,vertical
188.99999999999997,1702339924.085575,1702341720.2290642,,vertical
190.0,1702339924.085575,1702341741.6148207,,vertical
181.0,1702339924.085575,1702341762.9930806,,vertical
184.25,1702339924.085575,1702341784.4261625,,vertical
188.75,1702339924.085575,1702341805.8471396,,vertical
192.74999999999997,1702339924.085575,1702341827.2116673,,vertical
193.0,1702339924.085575,1702341848.6026082,,vertical
196.0,1702339924.085575,1702341870.0000327,,vertical
203.99999999999997,1702339924.085575,1702341891.4655147,,vertical
195.24999999999997,1702339924.085575,1702341912.8309488,,vertical
193.0,1702339924.085575,1702341934.2278736,,vertical
196.25,1702339924.085575,1702341955.6262693,,vertical
194.49999999999997,1702339924.085575,1702341977.0338473,,vertical
186.25,1702339924.085575,1702341998.5178013,,vertical
194.49999999999997,1702339924.085575,1702342019.9058688,,vertical
193.24999999999997,1702339924.085575,1702342041.2649412,,vertical
188.0,1702339924.085575,1702342062.6381347,,vertical
194.49999999999997,1702339924.085575,1702342084.0485451,,vertical
193.0,1702339924.085575,1702342105.5250132,,vertical
188.75,1702339924.085575,1702342126.9018886,,vertical
194.75,1702339924.085575,1702342148.2577543,,vertical
201.49999999999997,1702339924.085575,1702342169.6332223,,vertical
195.74999999999997,1702339924.085575,1702342191.0210965,,vertical
196.25,1702339924.085575,1702342212.468506,,vertical
195.74999999999997,1702339924.085575,1702342233.8550518,,vertical
198.0,1702339924.085575,1702342255.2363808,,vertical
194.75,1702339924.085575,1702342276.6386874,,vertical
196.49999999999997,1702339924.085575,1702342298.0060172,,vertical
190.24999999999997,1702339924.085575,1702342319.4976275,,vertical
201.99999999999997,1702339924.085575,1702342340.8850071,,vertical
193.75,1702339924.085575,1702342362.2843606,,vertical
193.24999999999997,1702339924.085575,1702342383.703457,,vertical
195.0,1702339924.085575,1702342405.1538608,,vertical
200.74999999999997,1702339924.085575,1702342426.6342041,,vertical
193.75,1702339924.085575,1702342448.0223458,,vertical
195.74999999999997,1702339924.085575,1702342469.4290607,,vertical
190.74999999999997,1702339924.085575,1702342490.8096342,,vertical
190.0,1702339924.085575,1702342512.206281,,vertical
193.0,1702339924.085575,1702342533.684919,,vertical
190.74999999999997,1702339924.085575,1702342555.0975184,,vertical
186.25,1702339924.085575,1702342576.4605248,,vertical
191.0,1702339924.085575,1702342597.8267138,,vertical
188.5,1702339924.085575,1702342619.1650193,,vertical
181.75,1702339924.085575,1702342640.5616581,,vertical
183.24999999999997,1702339924.085575,1702342661.8696692,,vertical
178.5,1702339924.085575,1702342683.161456,,vertical
178.24999999999997,1702339924.085575,1702342704.472899,,vertical
178.99999999999997,1702339924.085575,1702342725.7867858,,vertical
183.5,1702339924.085575,1702342747.207755,,vertical
183.99999999999997,1702339924.085575,1702342768.533312,,vertical
188.5,1702339924.085575,1702342789.8649414,,vertical
191.25,1702339924.085575,1702342811.201984,,vertical
193.0,1702339924.085575,1702342832.5605862,,vertical
193.0,1702339924.085575,1702342853.9963102,,vertical
192.74999999999997,1702339924.085575,1702342875.3463173,,vertical
196.75,1702339924.085575,1702342896.69957,,vertical
196.75,1702339924.085575,1702342918.0667765,,vertical
196.49999999999997,1702339924.085575,1702342939.4538329,,vertical
201.49999999999997,1702339924.085575,1702342961.1539671,,vertical
195.74999999999997,1702339924.085575,1702342982.5623865,,vertical
194.25,1702339924.085575,1702343003.9475162,,vertical
192.5,1702339924.085575,1702343025.3668659,,vertical
196.0,1702339924.085575,1702343046.7551541,,vertical
186.75,1702339924.085575,1702343068.2446823,,vertical
192.74999999999997,1702339924.085575,1702343089.6552489,,vertical
193.75,1702339924.085575,1702343111.0673196,,vertical
191.25,1702339924.085575,1702343132.4483604,,vertical
184.49999999999997,1702339924.085575,1702343153.8247578,,vertical
194.75,1702339924.085575,1702343175.3110957,,vertical
188.0,1702339924.085575,1702343196.7176192,,vertical
185.24999999999997,1702339924.085575,1702343218.0954168,,vertical
188.75,1702339924.085575,1702343239.4697723,,vertical
186.49999999999997,1702339924.085575,1702343260.896995,,vertical
183.0,1702339924.085575,1702343282.3831077,,vertical
189.49999999999997,1702339924.085575,1702343303.7876272,,vertical
186.49999999999997,1702339924.085575,1702343325.1750908,,vertical
182.25,1702339924.085575,1702343346.5631585,,vertical
193.0,1702339924.085575,1702343367.944186,,vertical
193.5,1702339924.085575,1702343389.4178145,,vertical
191.0,1702339924.085575,1702343410.7838879,,vertical
189.75,1702339924.085575,1702343432.1472478,,vertical
191.25,1702339924.085575,1702343453.5125277,,vertical
180.24999999999997,1702339924.085575,1702343474.8719246,,vertical
173.75,1702339924.085575,1702343496.3842394,,vertical
173.24999999999997,1702339924.085575,1702343517.7547784,,vertical
174.49999999999997,1702339924.085575,1702343539.117106,,vertical
171.75,1702339924.085575,1702343560.4908996,,vertical
169.75,1702339924.085575,1702343581.8871891,,vertical
175.24999999999997,1702339924.085575,1702343603.3652713,,vertical
172.5,1702339924.085575,1702343624.8152714,,vertical
181.75,1702339924.085575,1702343646.2184184,,vertical
181.75,1702339924.085575,1702343667.6280584,,vertical
185.74999999999997,1702339924.085575,1702343689.0061877,,vertical
184.49999999999997,1702339924.085575,1702343710.440238,,vertical
187.25,1702339924.085575,1702343731.7776694,,vertical
181.0,1702339924.085575,1702343753.0961232,,vertical
189.25,1702339924.085575,1702343774.4197695,,vertical
186.25,1702339924.085575,1702343795.7532763,,vertical
187.25,1702339924.085575,1702343817.156437,,vertical
188.5,1702339924.085575,1702343838.460269,,vertical
188.5,1702339924.085575,1702343859.8276455,,vertical
190.74999999999997,1702339924.085575,1702343881.1399574,,vertical
204.49999999999997,1702339924.085575,1702343902.4838796,,vertical
201.0,1702339924.085575,1702343923.918682,,vertical
198.99999999999997,1702339924.085575,1702343945.262283,,vertical
203.99999999999997,1702339924.085575,1702343966.629755,,vertical
206.25,1702339924.085575,1702343988.0030599,,vertical
208.5,1702339924.085575,1702344009.3753765,,vertical
209.49999999999997,1702339924.085575,1702344030.8149226,,vertical
204.49999999999997,1702339924.085575,1702344052.177261,,vertical
201.75,1702339924.085575,1702344073.5795972,,vertical
188.24999999999997,1702339924.085575,1702344094.9446511,,vertical
176.75,1702339924.085575,1702344116.3313634,,vertical
182.25,1702339924.085575,1702344137.7985983,,vertical
186.49999999999997,1702339924.085575,1702344159.2049801,,vertical
190.5,1702339924.085575,1702344180.6152694,,vertical
191.99999999999997,1702339924.085575,1702344202.0040028,,vertical
193.5,1702339924.085575,1702344223.3865147,,vertical
191.75,1702339924.085575,1702344244.9286668,,vertical
192.74999999999997,1702339924.085575,1702344266.3270876,,vertical
185.0,1702339924.085575,1702344287.7198153,,vertical
186.99999999999997,1702339924.085575,1702344309.1469805,,vertical
192.5,1702339924.085575,1702344330.5280678,,vertical
186.49999999999997,1702339924.085575,1702344352.0027947,,vertical
188.0,1702339924.085575,1702344373.41866,,vertical
196.25,1702339924.085575,1702344394.798529,,vertical
195.0,1702339924.085575,1702344416.1755652,,vertical
187.25,1702339924.085575,1702344437.601017,,vertical
191.25,1702339924.085575,1702344459.101207,,vertical
193.5,1702339924.085575,1702344480.489264,,vertical
189.49999999999997,1702339924.085575,1702344501.892024,,vertical
189.75,1702339924.085575,1702344523.302271,,vertical
191.75,1702339924.085575,1702344544.7108562,,vertical
191.99999999999997,1702339924.085575,1702344566.1930912,,vertical
189.25,1702339924.085575,1702344587.578818,,vertical
188.24999999999997,1702339924.085575,1702344608.9737964,,vertical
187.74999999999997,1702339924.085575,1702344630.4170463,,vertical
186.49999999999997,1702339924.085575,1702344651.813485,,vertical
186.49999999999997,1702339924.085575,1702344673.298839,,vertical
187.25,1702339924.085575,1702344694.6825697,,vertical
186.0,1702339924.085575,1702344716.099008,,vertical
188.75,1702339924.085575,1702344737.5048907,,vertical
194.49999999999997,1702339924.085575,1702344758.8867157,,vertical
191.99999999999997,1702339924.085575,1702344780.3697803,,vertical
187.25,1702339924.085575,1702344801.7108147,,vertical
193.75,1702339924.085575,1702344823.0542927,,vertical
193.75,1702339924.085575,1702344844.4039664,,vertical
191.0,1702339924.085575,1702344865.7330997,,vertical
189.49999999999997,1702339924.085575,1702344887.11149,,vertical
195.74999999999997,1702339924.085575,1702344908.406622,,vertical
193.24999999999997,1702339924.085575,1702344929.7170746,,vertical
196.75,1702339924.085575,1702344951.0188437,,vertical
195.0,1702339924.085575,1702344972.3459365,,vertical
200.24999999999997,1702339924.085575,1702344993.7575908,,vertical
198.75,1702339924.085575,1702345015.0716848,,vertical
198.5,1702339924.085575,1702345036.413571,,vertical
191.75,1702339924.085575,1702345057.7551458,,vertical
191.75,1702339924.085575,1702345079.092357,,vertical
197.5,1702339924.085575,1702345100.5679624,,vertical
196.0,1702339924.085575,1702345121.9352734,,vertical
201.25,1702339924.085575,1702345143.3105302,,vertical
213.0,1702339924.085575,1702345164.690587,,vertical
212.74999999999997,1702339924.085575,1702345186.0423338,,vertical
206.75,1702339924.085575,1702345207.505686,,vertical
216.0,1702339924.085575,1702345228.901104,,vertical
206.49999999999997,1702339924.085575,1702345250.282791,,vertical
195.5,1702339924.085575,1702345271.6759136,,vertical
193.24999999999997,1702339924.085575,1702345293.0738764,,vertical
191.75,1702339924.085575,1702345314.5778964,,vertical
181.75,1702339924.085575,1702345335.9728696,,vertical
183.5,1702339924.085575,1702345357.3803613,,vertical
183.24999999999997,1702339924.085575,1702345378.7588058,,vertical
192.74999999999997,1702339924.085575,1702345400.1504288,,vertical
192.74999999999997,1702339924.085575,1702345421.6608722,,vertical
201.0,1702339924.085575,1702345443.0315855,,vertical
200.5,1702339924.085575,1702345464.4819517,,vertical
210.74999999999997,1702339924.085575,1702345485.8980494,,vertical
206.99999999999997,1702339924.085575,1702345507.28345,,vertical
212.5,1702339924.085575,1702345528.782191,,vertical
216.0,1702339924.085575,1702345550.1857128,,vertical
218.5,1702339924.085575,1702345571.5830722,,vertical
211.75,1702339924.085575,1702345592.9917576,,vertical
210.74999999999997,1702339924.085575,1702345614.4189758,,vertical
207.25,1702339924.085575,1702345635.9245641,,vertical
198.99999999999997,1702339924.085575,1702345657.3251867,,vertical
197.25,1702339924.085575,1702345678.7349312,,vertical
204.49999999999997,1702339924.085575,1702345700.1300235,,vertical
203.99999999999997,1702339924.085575,1702345721.5225227,,vertical
203.75,1702339924.085575,1702345743.0163543,,vertical
204.25,1702339924.085575,1702345764.4143984,,vertical
192.5,1702339924.085575,1702345785.8330038,,vertical
186.75,1702339924.085575,1702345807.2462595,,vertical
186.99999999999997,1702339924.085575,1702345828.6330853,,vertical
190.74999999999997,1702339924.085575,1702345850.1125379,,vertical
186.25,1702339924.085575,1702345871.5196686,,vertical
199.49999999999997,1702339924.085575,1702345892.9159172,,vertical
199.25,1702339924.085575,1702345914.2829478,,vertical
193.99999999999997,1702339924.085575,1702345935.6100044,,vertical
191.75,1702339924.085575,1702345956.9940078,,vertical
201.99999999999997,1702339924.085575,1702345978.3079164,,vertical
194.25,1702339924.085575,1702345999.6255498,,vertical
199.25,1702339924.085575,1702346020.9348316,,vertical
201.25,1702339924.085575,1702346042.228729,,vertical
198.0,1702339924.085575,1702346063.6651785,,vertical
193.99999999999997,1702339924.085575,1702346084.9660974,,vertical
197.5,1702339924.085575,1702346106.2673807,,vertical
188.75,1702339924.085575,1702346127.5832934,,vertical
192.5,1702339924.085575,1702346148.879504,,vertical
198.24999999999997,1702339924.085575,1702346170.301597,,vertical
190.5,1702339924.085575,1702346191.6503923,,vertical
195.0,1702339924.085575,1702346212.986482,,vertical
195.24999999999997,1702339924.085575,1702346234.3379767,,vertical
190.5,1702339924.085575,1702346255.7210836,,vertical
194.75,1702339924.085575,1702346277.1459656,,vertical
198.5,1702339924.085575,1702346298.4961514,,vertical
196.25,1702339924.085575,1702346319.853377,,vertical
201.75,1702339924.085575,1702346341.422664,,vertical
206.49999999999997,1702339924.085575,1702346362.7953267,,vertical
193.75,1702339924.085575,1702346384.2455606,,vertical
196.75,1702339924.085575,1702346405.6078038,,vertical
198.5,1702339924.085575,1702346426.96765,,vertical
188.99999999999997,1702339924.085575,1702346448.3190923,,vertical
184.75,1702339924.085575,1702346469.696393,,vertical
192.74999999999997,1702339924.085575,1702346491.1583076,,vertical
189.49999999999997,1702339924.085575,1702346512.6097233,,vertical
188.24999999999997,1702339924.085575,1702346534.0971088,,vertical
193.5,1702339924.085575,1702346555.4865134,,vertical
196.49999999999997,1702339924.085575,1702346576.8607237,,vertical
189.49999999999997,1702339924.085575,1702346598.389951,,vertical
189.25,1702339924.085575,1702346619.8239264,,vertical
185.0,1702339924.085575,1702346641.2379668,,vertical
186.99999999999997,1702339924.085575,1702346662.629291,,vertical
185.5,1702339924.085575,1702346684.0775616,,vertical
188.5,1702339924.085575,1702346705.560459,,vertical
191.49999999999997,1702339924.085575,1702346726.9615822,,vertical
193.75,1702339924.085575,1702346748.3882973,,vertical
199.25,1702339924.085575,1702346769.7753072,,vertical
198.24999999999997,1702339924.085575,1702346791.1973116,,vertical
203.75,1702339924.085575,1702346812.76862,,vertical
200.5,1702339924.085575,1702346834.1807432,,vertical
211.49999999999997,1702339924.085575,1702346855.607635,,vertical
201.49999999999997,1702339924.085575,1702346877.030381,,vertical
207.25,1702339924.085575,1702346898.4581854,,vertical
208.5,1702339924.085575,1702346919.9572403,,vertical
209.25,1702339924.085575,1702346941.3842535,,vertical
200.5,1702339924.085575,1702346962.7773879,,vertical
202.5,1702339924.085575,1702346984.1652122,,vertical
198.99999999999997,1702339924.085575,1702347005.5819623,,vertical
201.49999999999997,1702339924.085575,1702347027.0841792,,vertical
203.24999999999997,1702339924.085575,1702347048.4852505,,vertical
203.99999999999997,1702339924.085575,1702347069.9215045,,vertical
210.24999999999997,1702339924.085575,1702347091.299939,,vertical
203.5,1702339924.085575,1702347112.6319957,,vertical
194.75,1702339924.085575,1702347134.0654302,,vertical
187.74999999999997,1702339924.085575,1702347155.3882632,,vertical
179.75,1702339924.085575,1702347176.6980913,,vertical
170.0,1702339924.085575,1702347198.0247478,,vertical
173.75,1702339924.085575,1702347219.377593,,vertical
170.74999999999997,1702339924.085575,1702347240.7558475,,vertical
173.24999999999997,1702339924.085575,1702347262.0741355,,vertical
176.0,1702339924.085575,1702347283.4349735,,vertical
176.99999999999997,1702339924.085575,1702347304.7582233,,vertical
170.0,1702339924.085575,1702347326.092116,,vertical
165.24999999999997,1702339924.085575,1702347347.5466015,,vertical
167.25,1702339924.085575,1702347368.8943713,,vertical
166.25,1702339924.085575,1702347390.2345998,,vertical
165.0,1702339924.085575,1702347411.6040843,,vertical
171.0,1702339924.085575,1702347432.971017,,vertical
175.5,1702339924.085575,1702347454.3961241,,vertical
172.5,1702339924.085575,1702347475.7609887,,vertical
170.5,1702339924.085575,1702347498.9795122,,vertical
160.0,1702347520.3009977,1702347520.3009977,1,horizontal
158.5,1702347520.3009977,1702347541.733184,,vertical
160.5,1702347520.3009977,1702347562.9640253,,vertical
161.0,1702347520.3009977,1702347584.0609941,,vertical
