Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,9124,0,50,62.45809124287596,1.0911000000000115,385.6988000000001,1507.0,478.85006122949056,0.0,50,74,87,97,140,180,210,230,310,390,390
,Aggregated,9124,0,50,62.45809124287596,1.0911000000000115,385.6988000000001,1507.0,478.85006122949056,0.0,50,74,87,97,140,180,210,230,310,390,390
